input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	confers_resistance_to	resistance_to_drug_classes
SRR2938063_768	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP000675.2.gene1535.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP000675.2.gene1535.p01	ARGs-OAP	2.3	63.64			133	5			77	120									unclassified					
SRR2938063_771	SRR2938063.fq	cob(I)alamin adenolsyltransferase	gi|447201625|ref|WP_001278881.1||FEATURES|cob(I)alamin adenolsyltransferase|unclassified|cob(I)alamin adenolsyltransferase	sarg_db	2.3	gi|447201625|ref|WP_001278881.1|	ARGs-OAP	2.3	68.89			3	137			91	135									unclassified					
SRR2938063_773	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001918.1.gene5135.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001918.1.gene5135.p01	ARGs-OAP	2.3	63.83			142	2			32	78									unclassified					
SRR2938063_774	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			1	138			118	163									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_775	SRR2938063.fq	aph(6)-I	gi|585368369|ref|WP_024249947.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|585368369|ref|WP_024249947.1|	ARGs-OAP	2.3	100.0			1	141			129	175									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_776	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			140	3			60	105									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_780	SRR2938063.fq	multidrug_ABC_transporter	gi|896351617|ref|WP_049308415.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|896351617|ref|WP_049308415.1|	ARGs-OAP	2.3	63.83			2	142			347	392									multidrug					
SRR2938063_781	SRR2938063.fq	aph(6)-I	YP_001101924|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	YP_001101924	ARGs-OAP	2.3	100.0			140	3			125	170									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_782	SRR2938063.fq	aadE	gi|486458841|gb|EOE03251.1||FEATURES|aadE|aminoglycoside|aadE	sarg_db	2.3	gi|486458841|gb|EOE03251.1|	ARGs-OAP	2.3	85.11			1	141			160	206									aminoglycoside			ARO:3002626	ARO:0000040	ARO:0000016
SRR2938063_783	SRR2938063.fq	macB	gi|1035706844|ref|WP_064548272.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|1035706844|ref|WP_064548272.1|	ARGs-OAP	2.3	70.45			1	132			133	176									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_787	SRR2938063.fq	multidrug_ABC_transporter	gi|896351617|ref|WP_049308415.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|896351617|ref|WP_049308415.1|	ARGs-OAP	2.3	78.26			140	3			450	495									multidrug					
SRR2938063_788	SRR2938063.fq	macB	gi|924626178|ref|WP_053530123.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|924626178|ref|WP_053530123.1|	ARGs-OAP	2.3	56.52			5	142			131	176									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_789	SRR2938063.fq	multidrug_ABC_transporter	gi|943909899|ref|WP_055545300.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|943909899|ref|WP_055545300.1|	ARGs-OAP	2.3	64.44			1	135			490	534									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_790	SRR2938063.fq	tetO	ZP_03624201|FEATURES|tetO|tetracycline|tetO	sarg_db	2.3	ZP_03624201	ARGs-OAP	2.3	93.48			138	1			223	268									tetracycline			ARO:3000190	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_791	SRR2938063.fq	multidrug_ABC_transporter	gi|537465895|ref|WP_020977391.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|537465895|ref|WP_020977391.1|	ARGs-OAP	2.3	60.0			135	1			451	495									multidrug					
SRR2938063_792	SRR2938063.fq	bcrA	gi|447195836|ref|WP_001273092.1||FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	gi|447195836|ref|WP_001273092.1|	ARGs-OAP	2.3	62.22			142	8			134	178									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_793	SRR2938063.fq	macB	gi|556476567|ref|WP_023328168.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|556476567|ref|WP_023328168.1|	ARGs-OAP	2.3	60.47			141	13			140	182									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_794	SRR2938063.fq	aadA	YP_002894485|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	YP_002894485	ARGs-OAP	2.3	100.0			3	140			21	66									aminoglycoside			ARO:3004089	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_795	SRR2938063.fq	tetM	ABW24731|FEATURES|tetM|tetracycline|tetM	sarg_db	2.3	ABW24731	ARGs-OAP	2.3	100.0			3	140			330	375									tetracycline			ARO:3000186	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_801	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			142	2			22	68									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_802	SRR2938063.fq	tetM	X04388.gene.p01|FEATURES|tetM|tetracycline|tetM	sarg_db	2.3	X04388.gene.p01	ARGs-OAP	2.3	63.83			2	142			56	102									tetracycline			ARO:3000186	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_803	SRR2938063.fq	mdtC	CP004022.1.gene1674.p01|FEATURES|mdtC|multidrug|mdtC	sarg_db	2.3	CP004022.1.gene1674.p01	ARGs-OAP	2.3	60.87			140	3			378	423									multidrug					
SRR2938063_804	SRR2938063.fq	tetracycline_resistance_protein	AJ420072.gene.p01|FEATURES|tetracycline_resistance_protein|tetracycline|tetracycline_resistance_protein	sarg_db	2.3	AJ420072.gene.p01	ARGs-OAP	2.3	100.0			3	137			166	210									tetracycline			ARO:3000478	ARO:0000051	ARO:3000050
SRR2938063_805	SRR2938063.fq	bcrA	gi|510143239|gb|AGN36970.1||FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	gi|510143239|gb|AGN36970.1|	ARGs-OAP	2.3	60.0			142	8			30	74									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_807	SRR2938063.fq	macB	gi|695797094|ref|WP_032711285.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|695797094|ref|WP_032711285.1|	ARGs-OAP	2.3	65.22			1	138			133	178									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_808	SRR2938063.fq	tet36	AJ514254.gene.p01|FEATURES|tet36|tetracycline|tet36	sarg_db	2.3	AJ514254.gene.p01	ARGs-OAP	2.3	100.0			1	108			602	637									tetracycline			ARO:3000197	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_809	SRR2938063.fq	macB	gi|829942568|ref|WP_047368199.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|829942568|ref|WP_047368199.1|	ARGs-OAP	2.3	60.87			138	1			17	62									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_810	SRR2938063.fq	tetW	AY485126.gene.p01|FEATURES|tetW|tetracycline|tetW	sarg_db	2.3	AY485126.gene.p01	ARGs-OAP	2.3	100.0			3	140			497	542									tetracycline			ARO:3007121	ARO:0000051	ARO:3000050
SRR2938063_811	SRR2938063.fq	multidrug_transporter	gi|515320230|ref|WP_016851701.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|515320230|ref|WP_016851701.1|	ARGs-OAP	2.3	67.74			4	96			309	339									multidrug					
SRR2938063_812	SRR2938063.fq	cmeB	gi|489009547|ref|WP_002920107.1||FEATURES|cmeB|multidrug|cmeB	sarg_db	2.3	gi|489009547|ref|WP_002920107.1|	ARGs-OAP	2.3	74.47			1	141			896	942									multidrug					
SRR2938063_814	SRR2938063.fq	aadA	X02340.1.orf0.gene.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	X02340.1.orf0.gene.p01	ARGs-OAP	2.3	100.0			134	3			74	117									aminoglycoside			ARO:3004089	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_816	SRR2938063.fq	aad(9)	AAX54909|FEATURES|aad(9)|aminoglycoside|aad(9)	sarg_db	2.3	AAX54909	ARGs-OAP	2.3	61.7			1	141			82	128									aminoglycoside			ARO:3002630	ARO:0000039	ARO:0000016
SRR2938063_818	SRR2938063.fq	mexF	gi|505289664|ref|WP_015476766.1||FEATURES|mexF|multidrug|mexF	sarg_db	2.3	gi|505289664|ref|WP_015476766.1|	ARGs-OAP	2.3	61.54			119	3			427	465									multidrug			ARO:3000777		
SRR2938063_819	SRR2938063.fq	vgaE	FR772051.1.gene9.p01|FEATURES|vgaE|macrolide-lincosamide-streptogramin|vgaE	sarg_db	2.3	FR772051.1.gene9.p01	ARGs-OAP	2.3	60.0			130	11			379	418									macrolide-lincosamide-streptogramin			ARO:3002833	ARO:0000066,ARO:3000669,ARO:3000671	ARO:0000017,ARO:0000026,ARO:3000670
SRR2938063_824	SRR2938063.fq	vanD	ABS72055|FEATURES|vanD|vancomycin|vanD	sarg_db	2.3	ABS72055	ARGs-OAP	2.3	62.22			137	3			321	365									vancomycin					
SRR2938063_825	SRR2938063.fq	tet37	AAN28721|FEATURES|tet37|tetracycline|tet37	sarg_db	2.3	AAN28721	ARGs-OAP	2.3	66.67			140	6			17	59									tetracycline			ARO:3002871	ARO:0000051	ARO:3000050
SRR2938063_826	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001485.1.gene721.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001485.1.gene721.p01	ARGs-OAP	2.3	63.64			134	3			64	106									unclassified					
SRR2938063_827	SRR2938063.fq	aadA	AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AB114632.1.gene2.p01	ARGs-OAP	2.3	97.87			141	1			77	123									aminoglycoside			ARO:3002607	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_828	SRR2938063.fq	aadE	gi|994929255|emb|CZA27509.1||FEATURES|aadE|aminoglycoside|aadE	sarg_db	2.3	gi|994929255|emb|CZA27509.1|	ARGs-OAP	2.3	97.83			140	3			43	88									aminoglycoside			ARO:3002626	ARO:0000040	ARO:0000016
SRR2938063_832	SRR2938063.fq	multidrug_ABC_transporter	gi|640499891|ref|WP_024937220.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|640499891|ref|WP_024937220.1|	ARGs-OAP	2.3	61.9			1	126			535	576									multidrug					
SRR2938063_833	SRR2938063.fq	multidrug_ABC_transporter	gi|516001066|ref|WP_017431649.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|516001066|ref|WP_017431649.1|	ARGs-OAP	2.3	61.9			15	140			434	475									multidrug					
SRR2938063_834	SRR2938063.fq	macB	gi|446048048|ref|WP_000125903.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|446048048|ref|WP_000125903.1|	ARGs-OAP	2.3	78.72			2	142			150	196									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_837	SRR2938063.fq	tetQ	BAD46890|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	BAD46890	ARGs-OAP	2.3	100.0			1	141			244	290									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_838	SRR2938063.fq	multidrug_transporter	gi|494615341|ref|WP_007373585.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|494615341|ref|WP_007373585.1|	ARGs-OAP	2.3	60.87			140	3			34	79									multidrug					
SRR2938063_839	SRR2938063.fq	aph(6)-I	BAC79067|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	BAC79067	ARGs-OAP	2.3	100.0			2	109			243	278									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_840	SRR2938063.fq	macB	gi|974641719|ref|WP_059227752.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|974641719|ref|WP_059227752.1|	ARGs-OAP	2.3	66.67			135	1			115	159									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_841	SRR2938063.fq	adeC	CP003583.1.gene2512.p01|FEATURES|adeC|multidrug|adeC	sarg_db	2.3	CP003583.1.gene2512.p01	ARGs-OAP	2.3	65.71			38	142			433	467									multidrug					
SRR2938063_843	SRR2938063.fq	tet37	AAN28721|FEATURES|tet37|tetracycline|tet37	sarg_db	2.3	AAN28721	ARGs-OAP	2.3	61.76			140	39			42	75									tetracycline			ARO:3002871	ARO:0000051	ARO:3000050
SRR2938063_845	SRR2938063.fq	macB	gi|446110336|ref|WP_000188191.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|446110336|ref|WP_000188191.1|	ARGs-OAP	2.3	58.7			3	140			125	170									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_846	SRR2938063.fq	tetW	ABC18245|FEATURES|tetW|tetracycline|tetW	sarg_db	2.3	ABC18245	ARGs-OAP	2.3	100.0			141	1			355	401									tetracycline			ARO:3000194	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_847	SRR2938063.fq	tetZ	AF121000.gene.p01|FEATURES|tetZ|tetracycline|tetZ	sarg_db	2.3	AF121000.gene.p01	ARGs-OAP	2.3	72.97			113	3			197	233									tetracycline			ARO:3000183	ARO:0000051	ARO:3000050
SRR2938063_848	SRR2938063.fq	msrA	gi|581672381|gb|EVQ77821.1||FEATURES|msrA|macrolide-lincosamide-streptogramin|msrA	sarg_db	2.3	gi|581672381|gb|EVQ77821.1|	ARGs-OAP	2.3	61.9			134	9			314	355									macrolide-lincosamide-streptogramin			ARO:3000251	ARO:0000006,ARO:3000584	ARO:0000000,ARO:0000026
SRR2938063_851	SRR2938063.fq	vgaE	FR772051.1.gene9.p01|FEATURES|vgaE|macrolide-lincosamide-streptogramin|vgaE	sarg_db	2.3	FR772051.1.gene9.p01	ARGs-OAP	2.3	64.44			139	5			383	427									macrolide-lincosamide-streptogramin			ARO:3002833	ARO:0000066,ARO:3000669,ARO:3000671	ARO:0000017,ARO:0000026,ARO:3000670
SRR2938063_852	SRR2938063.fq	tet36	AJ514254.gene.p01|FEATURES|tet36|tetracycline|tet36	sarg_db	2.3	AJ514254.gene.p01	ARGs-OAP	2.3	100.0			140	9			594	637									tetracycline			ARO:3000197	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_855	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			3	140			190	235									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_857	SRR2938063.fq	macB	gi|498115003|ref|WP_010429159.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|498115003|ref|WP_010429159.1|	ARGs-OAP	2.3	60.0			1	135			31	75									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_858	SRR2938063.fq	aph(6)-I	ZP_04405450|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	ZP_04405450	ARGs-OAP	2.3	96.77			126	34			275	305									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_859	SRR2938063.fq	macB	gi|1035686596|ref|WP_064530178.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|1035686596|ref|WP_064530178.1|	ARGs-OAP	2.3	63.16			119	6			124	161									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_861	SRR2938063.fq	aph(6)-I	gi|751908677|ref|WP_041124075.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|751908677|ref|WP_041124075.1|	ARGs-OAP	2.3	100.0			3	140			128	173									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_862	SRR2938063.fq	multidrug_transporter	gi|1024294541|ref|WP_063492322.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|1024294541|ref|WP_063492322.1|	ARGs-OAP	2.3	57.78			3	137			184	228									multidrug					
SRR2938063_863	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			142	2			214	260									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_867	SRR2938063.fq	macB	gi|736472622|ref|WP_034494292.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|736472622|ref|WP_034494292.1|	ARGs-OAP	2.3	48.94			141	1			157	202									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_869	SRR2938063.fq	aph(3'')-I	AF313472.2.gene15.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	AF313472.2.gene15.p01	ARGs-OAP	2.3	100.0			134	3			44	87									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_871	SRR2938063.fq	PBP-1A	YP_001290033|FEATURES|PBP-1A|beta-lactam|PBP-1A	sarg_db	2.3	YP_001290033	ARGs-OAP	2.3	69.57			3	140			156	201									beta-lactam					
SRR2938063_872	SRR2938063.fq	multidrug_ABC_transporter	gi|686138432|ref|WP_031775762.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|686138432|ref|WP_031775762.1|	ARGs-OAP	2.3	57.78			137	3			438	482									multidrug					
SRR2938063_874	SRR2938063.fq	rosA	ZP_04623896|FEATURES|rosA|fosmidomycin|rosA	sarg_db	2.3	ZP_04623896	ARGs-OAP	2.3	65.96			2	142			269	315									fosmidomycin			ARO:3003048		
SRR2938063_877	SRR2938063.fq	acrA	CAC35724|FEATURES|acrA|multidrug|acrA	sarg_db	2.3	CAC35724	ARGs-OAP	2.3	81.82			37	135			54	86									multidrug			ARO:3004041	ARO:0000036	ARO:0000001
SRR2938063_878	SRR2938063.fq	tet37	AAN28721|FEATURES|tet37|tetracycline|tet37	sarg_db	2.3	AAN28721	ARGs-OAP	2.3	66.67			1	90			46	75									tetracycline			ARO:3002871	ARO:0000051	ARO:3000050
SRR2938063_879	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			1	141			449	495									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_880	SRR2938063.fq	multidrug_ABC_transporter	gi|664042835|ref|WP_030582300.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|664042835|ref|WP_030582300.1|	ARGs-OAP	2.3	60.98			142	20			551	591									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_881	SRR2938063.fq	aadA	AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AB114632.1.gene2.p01	ARGs-OAP	2.3	97.87			1	141			52	98									aminoglycoside			ARO:3002607	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_882	SRR2938063.fq	bcrA	gi|446026113|ref|WP_000103968.1||FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	gi|446026113|ref|WP_000103968.1|	ARGs-OAP	2.3	64.1			128	12			127	165									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_884	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			2	136			34	78									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_885	SRR2938063.fq	bacA	ZP_03941859|FEATURES|bacA|bacitracin|bacA	sarg_db	2.3	ZP_03941859	ARGs-OAP	2.3	46.67			135	1			11	55									bacitracin			ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_889	SRR2938063.fq	tet37	AAN28721|FEATURES|tet37|tetracycline|tet37	sarg_db	2.3	AAN28721	ARGs-OAP	2.3	63.83			141	1			26	70									tetracycline			ARO:3002871	ARO:0000051	ARO:3000050
SRR2938063_890	SRR2938063.fq	msrA	gi|489823302|ref|WP_003727089.1||FEATURES|msrA|macrolide-lincosamide-streptogramin|msrA	sarg_db	2.3	gi|489823302|ref|WP_003727089.1|	ARGs-OAP	2.3	54.76			133	8			377	418									macrolide-lincosamide-streptogramin					
SRR2938063_892	SRR2938063.fq	multidrug_ABC_transporter	gi|664304639|ref|WP_030834011.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|664304639|ref|WP_030834011.1|	ARGs-OAP	2.3	59.52			3	128			400	441									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_894	SRR2938063.fq	tetQ	Q00937|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	Q00937	ARGs-OAP	2.3	100.0			142	2			368	414									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_897	SRR2938063.fq	multidrug_ABC_transporter	gi|702897513|ref|WP_033300957.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|702897513|ref|WP_033300957.1|	ARGs-OAP	2.3	60.0			137	3			505	549									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_898	SRR2938063.fq	aph(6)-I	gi|914349733|ref|WP_050583593.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|914349733|ref|WP_050583593.1|	ARGs-OAP	2.3	100.0			1	141			67	113									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_899	SRR2938063.fq	vanR	gi|1028850587|ref|WP_064019550.1||FEATURES|vanR|vancomycin|vanR	sarg_db	2.3	gi|1028850587|ref|WP_064019550.1|	ARGs-OAP	2.3	65.71			37	141			75	109									vancomycin					
SRR2938063_902	SRR2938063.fq	tetQ	BAD46890|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	BAD46890	ARGs-OAP	2.3	100.0			142	2			318	364									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_904	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	95.74			1	141			46	92									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_905	SRR2938063.fq	macB	gi|693106883|ref|WP_032260279.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|693106883|ref|WP_032260279.1|	ARGs-OAP	2.3	60.0			4	138			132	176									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_906	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001485.1.gene721.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001485.1.gene721.p01	ARGs-OAP	2.3	66.67			92	3			69	98									unclassified					
SRR2938063_908	SRR2938063.fq	sul2	gi|504873101|ref|WP_015060203.1||FEATURES|sul2|sulfonamide|sul2	sarg_db	2.3	gi|504873101|ref|WP_015060203.1|	ARGs-OAP	2.3	100.0			1	141			7	53									sulfonamide			ARO:3000412	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_909	SRR2938063.fq	multidrug_ABC_transporter	gi|860594225|ref|WP_048475168.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|860594225|ref|WP_048475168.1|	ARGs-OAP	2.3	60.87			3	140			536	581									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
