# argNorm version: 1.1.0
input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_sequence_id	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	ARO_name	Cut_Off	confers_resistance_to	confers_resistance_to_names	resistance_to_drug_classes	resistance_to_drug_classes_names
contigs	DNA-BINDING_PROTEIN_H-NS	CP001918.1.gene1661.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS	deeparg_db	db_v_1	CP001918.1.gene1661.p01	deeparg	tool_v_1	63.9	NODE_170_length_71770_cov_64.407265			1.0	130.0													unclassified			ARO:3000676	H-NS	Loose	ARO:0000006,ARO:0000011,ARO:0000032,ARO:0000036,ARO:0000051,ARO:0000056,ARO:3000008,ARO:3000662	erythromycin,cloxacillin,cephalosporin,ciprofloxacin,tetracycline,oxacillin,penicillin beta-lactam,norfloxacin	ARO:0000000,ARO:0000001,ARO:0000001,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000050	macrolide antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,tetracycline antibiotic
contigs	DNA-BINDING_PROTEIN_H-NS	CP000308.1.gene1582.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS	deeparg_db	db_v_1	CP000308.1.gene1582.p01	deeparg	tool_v_1	53.1	NODE_391_length_26490_cov_64.474182			4.0	248.0													unclassified			ARO:3000676	H-NS	Loose	ARO:0000006,ARO:0000011,ARO:0000032,ARO:0000036,ARO:0000051,ARO:0000056,ARO:3000008,ARO:3000662	erythromycin,cloxacillin,cephalosporin,ciprofloxacin,tetracycline,oxacillin,penicillin beta-lactam,norfloxacin	ARO:0000000,ARO:0000001,ARO:0000001,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000050	macrolide antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,tetracycline antibiotic
contigs	EMRB	NC_010410.6003262.p01|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	NC_010410.6003262.p01	deeparg	tool_v_1	100.0	NODE_393_length_25768_cov_63.164003			1.0	507.0													multidrug			ARO:3004597	Klebsiella pneumoniae KpnH	Loose	ARO:0000006,ARO:0000014,ARO:0000032,ARO:0000036,ARO:0000039,ARO:0000040,ARO:0000052,ARO:0000060,ARO:0000070,ARO:0000078,ARO:3000158,ARO:3000170,ARO:3000625,ARO:3000626,ARO:3000627,ARO:3000628,ARO:3000662,ARO:3003832	erythromycin,gentamicin C,cephalosporin,ciprofloxacin,spectinomycin,streptomycin,tobramycin,ceftazidime,ertapenem,piperacillin,azithromycin,imipenem,polymyxin B1,polymyxin B2,polymyxin B3,polymyxin B4,norfloxacin,ticarcillin	ARO:0000000,ARO:0000000,ARO:0000001,ARO:0000001,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000053,ARO:3000053,ARO:3000053,ARO:3000053	macrolide antibiotic,macrolide antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,peptide antibiotic,peptide antibiotic,peptide antibiotic,peptide antibiotic
contigs	EMRB	gi:489127514:ref:WP_003037306.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	gi:489127514:ref:WP_003037306.1:	deeparg	tool_v_1	99.8	NODE_50_length_170515_cov_64.865312			1.0	512.0													multidrug			ARO:3000074	emrB	Strict	ARO:3000661	nalidixic acid	ARO:0000001	fluoroquinolone antibiotic
contigs	EMRB	gi:955473785:ref:WP_058101257.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	gi:955473785:ref:WP_058101257.1:	deeparg	tool_v_1	84.6	NODE_51_length_169758_cov_63.363211			4.0	496.0													multidrug			ARO:3000074	emrB	Strict	ARO:3000661	nalidixic acid	ARO:0000001	fluoroquinolone antibiotic
contigs	EMRB	gi:91073621:gb:ABE08502.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	gi:91073621:gb:ABE08502.1:	deeparg	tool_v_1	99.4	NODE_76_length_132522_cov_66.433232			1.0	515.0													multidrug			ARO:3000074	emrB	Strict	ARO:3000661	nalidixic acid	ARO:0000001	fluoroquinolone antibiotic
contigs	EMRB	gi:928870254:ref:WP_053909077.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	gi:928870254:ref:WP_053909077.1:	deeparg	tool_v_1	96.0	NODE_305_length_39639_cov_62.776147			1.0	506.0													multidrug			ARO:3004597	Klebsiella pneumoniae KpnH	Strict	ARO:0000006,ARO:0000014,ARO:0000032,ARO:0000036,ARO:0000039,ARO:0000040,ARO:0000052,ARO:0000060,ARO:0000070,ARO:0000078,ARO:3000158,ARO:3000170,ARO:3000625,ARO:3000626,ARO:3000627,ARO:3000628,ARO:3000662,ARO:3003832	erythromycin,gentamicin C,cephalosporin,ciprofloxacin,spectinomycin,streptomycin,tobramycin,ceftazidime,ertapenem,piperacillin,azithromycin,imipenem,polymyxin B1,polymyxin B2,polymyxin B3,polymyxin B4,norfloxacin,ticarcillin	ARO:0000000,ARO:0000000,ARO:0000001,ARO:0000001,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000053,ARO:3000053,ARO:3000053,ARO:3000053	macrolide antibiotic,macrolide antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,peptide antibiotic,peptide antibiotic,peptide antibiotic,peptide antibiotic
contigs	EMRB	gi:916815475:ref:WP_051422531.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	db_v_1	gi:916815475:ref:WP_051422531.1:	deeparg	tool_v_1	99.8	NODE_4_length_578031_cov_63.326688			1.0	482.0													multidrug			ARO:3004597	Klebsiella pneumoniae KpnH	Strict	ARO:0000006,ARO:0000014,ARO:0000032,ARO:0000036,ARO:0000039,ARO:0000040,ARO:0000052,ARO:0000060,ARO:0000070,ARO:0000078,ARO:3000158,ARO:3000170,ARO:3000625,ARO:3000626,ARO:3000627,ARO:3000628,ARO:3000662,ARO:3003832	erythromycin,gentamicin C,cephalosporin,ciprofloxacin,spectinomycin,streptomycin,tobramycin,ceftazidime,ertapenem,piperacillin,azithromycin,imipenem,polymyxin B1,polymyxin B2,polymyxin B3,polymyxin B4,norfloxacin,ticarcillin	ARO:0000000,ARO:0000000,ARO:0000001,ARO:0000001,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000053,ARO:3000053,ARO:3000053,ARO:3000053	macrolide antibiotic,macrolide antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,peptide antibiotic,peptide antibiotic,peptide antibiotic,peptide antibiotic
contigs	EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	CP001918.1.gene4071.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	deeparg_db	db_v_1	CP001918.1.gene4071.p01	deeparg	tool_v_1	95.1	NODE_344_length_33285_cov_64.394643			1.0	515.0													multidrug			ARO:3000074	emrB	Strict	ARO:3000661	nalidixic acid	ARO:0000001	fluoroquinolone antibiotic
contigs	EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	NC_007793.3913346.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	deeparg_db	db_v_1	NC_007793.3913346.p01	deeparg	tool_v_1	100.0	NODE_456_length_19972_cov_66.871918			1.0	480.0													multidrug			ARO:3004572	Staphylococcus aureus LmrS	Strict	ARO:0000006,ARO:0000040,ARO:0000049,ARO:0000072,ARO:3000188,ARO:3000385,ARO:3000461	erythromycin,streptomycin,kanamycin A,linezolid,trimethoprim,chloramphenicol,florfenicol	ARO:0000000,ARO:0000016,ARO:0000016,ARO:3000079,ARO:3000171,ARO:3000387,ARO:3000387	macrolide antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,oxazolidinone antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic,phenicol antibiotic
contigs	EMRD	YP_312412|FEATURES|emrD|multidrug|emrD	deeparg_db	db_v_1	YP_312412	deeparg	tool_v_1	99.7	NODE_215_length_58044_cov_65.929935			1.0	396.0													multidrug			ARO:3003801	bcr-1	Loose	ARO:0000055	bicyclomycin	ARO:3007150	bicyclomycin-like antibiotic
contigs	EMRD	YP_002043045|FEATURES|emrD|multidrug|emrD	deeparg_db	db_v_1	YP_002043045	deeparg	tool_v_1	73.0	NODE_282_length_43022_cov_61.904112			1.0	393.0													multidrug			ARO:3002698	cmlB	Loose	ARO:3000385	chloramphenicol	ARO:3000387	phenicol antibiotic
contigs	EMRD	gi:489114053:ref:WP_003023905.1:|FEATURES|emrD|multidrug|emrD	deeparg_db	db_v_1	gi:489114053:ref:WP_003023905.1:	deeparg	tool_v_1	99.7	NODE_94_length_111434_cov_64.449259			1.0	394.0													multidrug			ARO:3003801	bcr-1	Loose	ARO:0000055	bicyclomycin	ARO:3007150	bicyclomycin-like antibiotic
contigs	EMRE	gi:643599925:ref:WP_025237077.1:|FEATURES|emrE|multidrug|emrE	deeparg_db	db_v_1	gi:643599925:ref:WP_025237077.1:	deeparg	tool_v_1	75.5	NODE_935_length_1554_cov_56.655103			1.0	110.0													multidrug			ARO:3004039	Escherichia coli emrE	Strict	ARO:0000006	erythromycin	ARO:0000000	macrolide antibiotic
contigs	EMRE	gi:641684674:emb:CDN82496.1:|FEATURES|emrE|multidrug|emrE	deeparg_db	db_v_1	gi:641684674:emb:CDN82496.1:	deeparg	tool_v_1	56.4	NODE_137_length_85978_cov_63.065116			1.0	110.0													multidrug			ARO:3004039	Escherichia coli emrE	Strict	ARO:0000006	erythromycin	ARO:0000000	macrolide antibiotic
contigs	ERMB	gi:488250641:ref:WP_002321849.1:|FEATURES|ermB|MLS|ermB	deeparg_db	db_v_1	gi:488250641:ref:WP_002321849.1:	deeparg	tool_v_1	99.6	NODE_710_length_4173_cov_64.692569			1.0	245.0													MLS			ARO:3000375	ErmB	Strict	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026	macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic
contigs	ESCHERICHIA_COLI_LAMB	BAB38442|FEATURES|Escherichia_coli_LamB|multidrug|Escherichia_coli_LamB	deeparg_db	db_v_1	BAB38442	deeparg	tool_v_1	73.2	NODE_113_length_100113_cov_64.407634			1.0	446.0													multidrug			ARO:3007011	mdeA	Loose	ARO:0000036,ARO:0000045,ARO:0000049,ARO:0000051,ARO:0000056,ARO:3000637,ARO:3000661	ciprofloxacin,acriflavine,kanamycin A,tetracycline,oxacillin,ampicillin,nalidixic acid	ARO:0000001,ARO:0000001,ARO:0000016,ARO:3000007,ARO:3000007,ARO:3000050,ARO:3005386	fluoroquinolone antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,tetracycline antibiotic,disinfecting agents and antiseptics
contigs	ESCHERICHIA_COLI_LAMB	BAB38442|FEATURES|Escherichia_coli_LamB|multidrug|Escherichia_coli_LamB	deeparg_db	db_v_1	BAB38442	deeparg	tool_v_1	79.6	NODE_240_length_50133_cov_66.767862			2.0	446.0													multidrug			ARO:3007011	mdeA	Loose	ARO:0000036,ARO:0000045,ARO:0000049,ARO:0000051,ARO:0000056,ARO:3000637,ARO:3000661	ciprofloxacin,acriflavine,kanamycin A,tetracycline,oxacillin,ampicillin,nalidixic acid	ARO:0000001,ARO:0000001,ARO:0000016,ARO:3000007,ARO:3000007,ARO:3000050,ARO:3005386	fluoroquinolone antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,tetracycline antibiotic,disinfecting agents and antiseptics
contigs	ESCHERICHIA_COLI_LAMB	BAB38442|FEATURES|Escherichia_coli_LamB|multidrug|Escherichia_coli_LamB	deeparg_db	db_v_1	BAB38442	deeparg	tool_v_1	73.5	NODE_278_length_43308_cov_63.791275			1.0	446.0													multidrug			ARO:3007011	mdeA	Loose	ARO:0000036,ARO:0000045,ARO:0000049,ARO:0000051,ARO:0000056,ARO:3000637,ARO:3000661	ciprofloxacin,acriflavine,kanamycin A,tetracycline,oxacillin,ampicillin,nalidixic acid	ARO:0000001,ARO:0000001,ARO:0000016,ARO:3000007,ARO:3000007,ARO:3000050,ARO:3005386	fluoroquinolone antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,tetracycline antibiotic,disinfecting agents and antiseptics
contigs	ESCHERICHIA_COLI_LAMB	BAB38442|FEATURES|Escherichia_coli_LamB|multidrug|Escherichia_coli_LamB	deeparg_db	db_v_1	BAB38442	deeparg	tool_v_1	77.1	NODE_108_length_103809_cov_63.578667			1.0	446.0													multidrug			ARO:3007011	mdeA	Loose	ARO:0000036,ARO:0000045,ARO:0000049,ARO:0000051,ARO:0000056,ARO:3000637,ARO:3000661	ciprofloxacin,acriflavine,kanamycin A,tetracycline,oxacillin,ampicillin,nalidixic acid	ARO:0000001,ARO:0000001,ARO:0000016,ARO:3000007,ARO:3000007,ARO:3000050,ARO:3005386	fluoroquinolone antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,tetracycline antibiotic,disinfecting agents and antiseptics
contigs	ESCHERICHIA_COLI_MIPA	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	deeparg_db	db_v_1	NP_310518	deeparg	tool_v_1	98.8	NODE_246_length_49092_cov_63.798825			1.0	248.0													multidrug			ARO:3004127	Escherichia coli mipA	Manual	ARO:0000040,ARO:0000049,ARO:3000661	streptomycin,kanamycin A,nalidixic acid	ARO:0000001,ARO:0000016,ARO:0000016	fluoroquinolone antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	ESCHERICHIA_COLI_MIPA	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	deeparg_db	db_v_1	NP_310518	deeparg	tool_v_1	79.8	NODE_187_length_65773_cov_64.557518			1.0	248.0													multidrug			ARO:3004127	Escherichia coli mipA	Manual	ARO:0000040,ARO:0000049,ARO:3000661	streptomycin,kanamycin A,nalidixic acid	ARO:0000001,ARO:0000016,ARO:0000016	fluoroquinolone antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	ESCHERICHIA_COLI_MIPA	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	deeparg_db	db_v_1	NP_310518	deeparg	tool_v_1	69.4	NODE_207_length_61615_cov_67.045419			1.0	248.0													multidrug			ARO:3004127	Escherichia coli mipA	Manual	ARO:0000040,ARO:0000049,ARO:3000661	streptomycin,kanamycin A,nalidixic acid	ARO:0000001,ARO:0000016,ARO:0000016	fluoroquinolone antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	ESCHERICHIA_COLI_MIPA	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	deeparg_db	db_v_1	NP_310518	deeparg	tool_v_1	75.6	NODE_24_length_222391_cov_65.200584			119.0	245.0													multidrug			ARO:3004127	Escherichia coli mipA	Manual	ARO:0000040,ARO:0000049,ARO:3000661	streptomycin,kanamycin A,nalidixic acid	ARO:0000001,ARO:0000016,ARO:0000016	fluoroquinolone antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic
contigs	EVGS	AAC75429.1|FEATURES|evgS|multidrug|evgS	deeparg_db	db_v_1	AAC75429.1	deeparg	tool_v_1	97.6	NODE_58_length_157413_cov_63.447813			1.0	1197.0													multidrug			ARO:3000833	evgS	Perfect	ARO:0000006,ARO:0000011,ARO:0000051,ARO:0000056,ARO:3000662	erythromycin,cloxacillin,tetracycline,oxacillin,norfloxacin	ARO:0000000,ARO:0000001,ARO:3000007,ARO:3000007,ARO:3000050	macrolide antibiotic,fluoroquinolone antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,tetracycline antibiotic
contigs	FMTC	NC_007793.3912797.p01|FEATURES|fmtC|beta-lactam|fmtC	deeparg_db	db_v_1	NC_007793.3912797.p01	deeparg	tool_v_1	100.0	NODE_1_length_721411_cov_63.638872			1.0	840.0													beta-lactam			ARO:3000017	OXA beta-lactamase	Manual	ARO:0000056	oxacillin	ARO:3000007	beta-lactam antibiotic
contigs	FOSA	gi:365747723:gb:AEW71950.1:|FEATURES|fosA|fosfomycin|fosA	deeparg_db	db_v_1	gi:365747723:gb:AEW71950.1:	deeparg	tool_v_1	93.8	NODE_82_length_126873_cov_64.260894			2.0	193.0													fosfomycin			ARO:3002804	FosA2	Strict	ARO:0000025	fosfomycin	ARO:3007149	phosphonic acid antibiotic
contigs	FOSB	gi:593027998:gb:EXM43752.1:|FEATURES|fosB|fosfomycin|fosB	deeparg_db	db_v_1	gi:593027998:gb:EXM43752.1:	deeparg	tool_v_1	99.8	NODE_55_length_159027_cov_63.633967			1.0	643.0													fosfomycin			ARO:3004661	Staphylococcus aureus FosB	Strict	ARO:0000025	fosfomycin	ARO:3007149	phosphonic acid antibiotic
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	YP_001476958|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	YP_001476958	deeparg	tool_v_1	93.8	NODE_33_length_195630_cov_63.224410			1.0	272.0													aminoglycoside			ARO:3003333	Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin	Manual	ARO:3001296	kasugamycin	ARO:0000016	aminoglycoside antibiotic
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	ZP_02902942|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	ZP_02902942	deeparg	tool_v_1	53.4	NODE_390_length_26559_cov_63.427709			3.0	264.0													aminoglycoside			ARO:3000166	tet(B)	Manual	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	YP_002847275|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	YP_002847275	deeparg	tool_v_1	53.6	NODE_62_length_149443_cov_65.110143			8.0	736.0													aminoglycoside			ARO:3003333	Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin	Manual	ARO:3001296	kasugamycin	ARO:0000016	aminoglycoside antibiotic
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	BAH61691|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	BAH61691	deeparg	tool_v_1	55.3	NODE_26_length_214548_cov_64.276172			19.0	736.0													aminoglycoside			ARO:3003333	Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin	Manual	ARO:3001296	kasugamycin	ARO:0000016	aminoglycoside antibiotic
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	YP_001439344|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	YP_001439344	deeparg	tool_v_1	50.0	NODE_194_length_64750_cov_63.500626			9.0	266.0													aminoglycoside			ARO:3003333	Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin	Manual	ARO:3001296	kasugamycin	ARO:0000016	aminoglycoside antibiotic
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	YP_001454848|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	YP_001454848	deeparg	tool_v_1	53.7	NODE_32_length_198094_cov_65.131353			8.0	742.0													aminoglycoside			ARO:3003333	Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin	Manual	ARO:3001296	kasugamycin	ARO:0000016	aminoglycoside antibiotic
contigs	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	A7ZW03|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	db_v_1	A7ZW03	deeparg	tool_v_1	54.4	NODE_56_length_158467_cov_64.401340			19.0	736.0													aminoglycoside			ARO:3003333	Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin	Manual	ARO:3001296	kasugamycin	ARO:0000016	aminoglycoside antibiotic
contigs	KDPE	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	deeparg_db	db_v_1	NP_415222.1	deeparg	tool_v_1	98.7	NODE_432_length_22003_cov_63.321259			1.0	225.0													aminoglycoside			ARO:3003841	kdpE	Perfect	ARO:0000049	kanamycin A	ARO:0000016	aminoglycoside antibiotic
contigs	KDPE	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	deeparg_db	db_v_1	NP_415222.1	deeparg	tool_v_1	78.0	NODE_221_length_55985_cov_63.096800			2.0	224.0													aminoglycoside			ARO:3003841	kdpE	Perfect	ARO:0000049	kanamycin A	ARO:0000016	aminoglycoside antibiotic
contigs	KDPE	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	deeparg_db	db_v_1	NP_415222.1	deeparg	tool_v_1	85.1	NODE_214_length_58717_cov_65.242849			3.0	224.0													aminoglycoside			ARO:3003841	kdpE	Perfect	ARO:0000049	kanamycin A	ARO:0000016	aminoglycoside antibiotic
contigs	KLEBSIELLA_PNEUMONIAE_OMPK36	YP_005228001.1|FEATURES|Klebsiella_pneumoniae_OmpK36|beta-lactam|Klebsiella_pneumoniae_OmpK36	deeparg_db	db_v_1	YP_005228001.1	deeparg	tool_v_1	54.6	NODE_220_length_56171_cov_63.915122			13.0	374.0													beta-lactam			ARO:3004122	Klebsiella pneumoniae OmpK37	Loose	ARO:0000004,ARO:0000008,ARO:0000020,ARO:0000032,ARO:3000008,ARO:3000645	monobactam,cefoxitin,carbapenem,cephalosporin,penicillin beta-lactam,cefotaxime	ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007	beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic
contigs	KPC	AF395881.gene.p01|FEATURES|KPC-3|beta-lactam|KPC	deeparg_db	db_v_1	AF395881.gene.p01	deeparg	tool_v_1	100.0	NODE_571_length_10008_cov_124.619512			1.0	293.0													beta-lactam			ARO:3002313	KPC-3	Perfect	ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008	monobactam,carbapenem,cephalosporin,penicillin beta-lactam	ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007	beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic
contigs	MACB	gi:829942568:ref:WP_047368199.1:|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	gi:829942568:ref:WP_047368199.1:	deeparg	tool_v_1	87.5	NODE_102_length_106555_cov_64.449437			1.0	582.0													MLS			ARO:3000535	macB	Loose	ARO:0000006	erythromycin	ARO:0000000	macrolide antibiotic
contigs	MACB	gi:490320210:ref:WP_004209695.1:|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	gi:490320210:ref:WP_004209695.1:	deeparg	tool_v_1	100.0	NODE_60_length_155917_cov_63.128261			1.0	646.0													MLS			ARO:3000535	macB	Loose	ARO:0000006	erythromycin	ARO:0000000	macrolide antibiotic
contigs	MACB	AAV85982.1|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	AAV85982.1	deeparg	tool_v_1	99.7	NODE_330_length_35531_cov_62.724264			1.0	644.0													MLS			ARO:3000535	macB	Perfect	ARO:0000006	erythromycin	ARO:0000000	macrolide antibiotic
contigs	MACB	gi:671541568:ref:WP_031525212.1:|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	gi:671541568:ref:WP_031525212.1:	deeparg	tool_v_1	99.1	NODE_83_length_126163_cov_63.336585			1.0	468.0													MLS			ARO:3000535	macB	Loose	ARO:0000006	erythromycin	ARO:0000000	macrolide antibiotic
contigs	MACB	YP_002411827|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	YP_002411827	deeparg	tool_v_1	100.0	NODE_143_length_83304_cov_63.732189			1.0	648.0													MLS			ARO:3000535	macB	Loose	ARO:0000006	erythromycin	ARO:0000000	macrolide antibiotic
contigs	MACB	gi:695627534:ref:WP_032608952.1:|FEATURES|macB|MLS|macB	deeparg_db	db_v_1	gi:695627534:ref:WP_032608952.1:	deeparg	tool_v_1	99.5	NODE_139_length_85305_cov_63.956563			1.0	646.0													MLS			ARO:3000535	macB	Loose	ARO:0000006	erythromycin	ARO:0000000	macrolide antibiotic
