Original ID	argNorm drug classes	Original Drug Classes	Hit type	Status	Description
380503743|BAL72697.1|1|1|cdtB|cdtB||1|||cytolethal_distending_toxin_nuclease_subunit_CdtB	['streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	380503743|BAL72697.1|1|1|cdtB|cdtB||1|||cytolethal_distending_toxin_nuclease_subunit_CdtB	Loose	incorrect	
3805790|CAA73972.1|1|1|bont_F2|bont_F2||1|||botulinum_neurotoxin_subtype_F2	['beta-lactam antibiotic']	3805790|CAA73972.1|1|1|bont_F2|bont_F2||1|||botulinum_neurotoxin_subtype_F2	Loose	incorrect	
38154560|AAR12207.1|1|1|cdtB_III|cdtB_III||1|||cytolethal_distending_toxin_type_III/V_nuclease_subunit_CdtB	['streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	38154560|AAR12207.1|1|1|cdtB_III|cdtB_III||1|||cytolethal_distending_toxin_type_III/V_nuclease_subunit_CdtB	Loose	incorrect	
3818601|AAC69584.1|1|1|ybtQ|ybtQ||1|||yersiniabactin_ABC_transporter_ATP-binding/permease_protein_YbtQ	['aminocoumarin antibiotic']	3818601|AAC69584.1|1|1|ybtQ|ybtQ||1|||yersiniabactin_ABC_transporter_ATP-binding/permease_protein_YbtQ	Loose	incorrect	
383394815|AFH14350.1|1|1|faeG|faeG||1|||F4_(K88)_fimbria_major_subunit/adhesin_FaeG	['beta-lactam antibiotic']	383394815|AFH14350.1|1|1|faeG|faeG||1|||F4_(K88)_fimbria_major_subunit/adhesin_FaeG	Loose	incorrect	
383468048|EID63069.1|1|1|ipaH5|ipaH5||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH5	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	383468048|EID63069.1|1|1|ipaH5|ipaH5||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH5	Loose	incorrect	
383472743|EID64799.1|1|1|cnf2|cnf2||1|||cytotoxic_necrotizing_factor_CNF2	['fluoroquinolone antibiotic']	383472743|EID64799.1|1|1|cnf2|cnf2||1|||cytotoxic_necrotizing_factor_CNF2	Loose	incorrect	
384385574|AFH83235.1|1|1|entFM|entFM||1|||enterotoxin_EntFM	['glycopeptide antibiotic', 'glycopeptide antibiotic']	384385574|AFH83235.1|1|1|entFM|entFM||1|||enterotoxin_EntFM	Loose	incorrect	
38636512|CAD87828.1|1|1|sta1|sta1||1|||heat-stable_enterotoxin_ST-I_group_a	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	38636512|CAD87828.1|1|1|sta1|sta1||1|||heat-stable_enterotoxin_ST-I_group_a	Loose	incorrect	
38636519|CAD87835.1|1|1|stb|stb||1|||heat-stable_enterotoxin_ST-II	['beta-lactam antibiotic']	38636519|CAD87835.1|1|1|stb|stb||1|||heat-stable_enterotoxin_ST-II	Loose	incorrect	
3868983|BAA34299.1|1|1|mexX|mexX|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MexX	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	EFFLUX	Perfect	correct	
388383013|EIL44824.1|1|1|sfaF|sfaF||1|||S/F1C_fimbrial_biogenesis_usher_protein_SfaF/FocD	['nitroimidazole antibiotic']	388383013|EIL44824.1|1|1|sfaF|sfaF||1|||S/F1C_fimbrial_biogenesis_usher_protein_SfaF/FocD	Loose	incorrect	
3941400|AAC82360.1|1|1|espB|espB||1|||type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	3941400|AAC82360.1|1|1|espB|espB||1|||type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB	Loose	incorrect	
401170014|EJQ77255.1|1|1|entFM|entFM||1|||enterotoxin_EntFM	['beta-lactam antibiotic', 'beta-lactam antibiotic']	401170014|EJQ77255.1|1|1|entFM|entFM||1|||enterotoxin_EntFM	Loose	incorrect	
401658099|EJS75599.1|1|1|entFM|entFM||1|||enterotoxin_EntFM	['beta-lactam antibiotic', 'beta-lactam antibiotic']	401658099|EJS75599.1|1|1|entFM|entFM||1|||enterotoxin_EntFM	Loose	incorrect	
402170|CAA79951.1|1|1|myfA|myfA||1|||fimbrial_protein_MyfA	['peptide antibiotic']	402170|CAA79951.1|1|1|myfA|myfA||1|||fimbrial_protein_MyfA	Loose	incorrect	
4038548|CAA12345.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	4038548|CAA12345.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	Loose	incorrect	
4038550|CAA12350.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	4038550|CAA12350.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	Loose	incorrect	
4038551|CAA12351.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	4038551|CAA12351.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	Loose	incorrect	
40394|CAA43999.1|1|1|bont_E1|bont_E1||1|||botulinum_neurotoxin_subtype_E1	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	40394|CAA43999.1|1|1|bont_E1|bont_E1||1|||botulinum_neurotoxin_subtype_E1	Loose	incorrect	
407052774|AFS72825.1|1|1|pic_auto|pic_auto||1|||serine_protease_autotransporter_toxin_Pic	['beta-lactam antibiotic']	407052774|AFS72825.1|1|1|pic_auto|pic_auto||1|||serine_protease_autotransporter_toxin_Pic	Loose	incorrect	
407054979|AFS75030.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	['lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'pleuromutilin antibiotic', 'pleuromutilin antibiotic']	407054979|AFS75030.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	Loose	incorrect	
407064638|AFS85685.1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	['aminocoumarin antibiotic']	407064638|AFS85685.1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	Loose	incorrect	
409109393|AFV13854.1|1|1|bont_A7|bont_A7||1|||botulinum_neurotoxin_subtype_A7	['beta-lactam antibiotic']	409109393|AFV13854.1|1|1|bont_A7|bont_A7||1|||botulinum_neurotoxin_subtype_A7	Loose	incorrect	
4091909|AAC99337.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	4091909|AAC99337.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	Loose	incorrect	
4106633|CAA21388.1|1|1|ybtP|ybtP||1|||yersiniabactin_ABC_transporter_ATP-binding/permease_protein_YbtP	['nitroimidazole antibiotic']	4106633|CAA21388.1|1|1|ybtP|ybtP||1|||yersiniabactin_ABC_transporter_ATP-binding/permease_protein_YbtP	Loose	incorrect	
410825131|AFV91339.1|1|1|bont_E9|bont_E9||1|||botulinum_neurotoxin_subtype_E9	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	410825131|AFV91339.1|1|1|bont_E9|bont_E9||1|||botulinum_neurotoxin_subtype_E9	Loose	incorrect	
41176|CAA40744.1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	['aminocoumarin antibiotic']	41176|CAA40744.1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	Loose	incorrect	
41453|CAA32535.1|1|1|fim41a|fim41a||1|||fimbrial_adhesin_F41_protein_Fim41a	['aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	41453|CAA32535.1|1|1|fim41a|fim41a||1|||fimbrial_adhesin_F41_protein_Fim41a	Loose	incorrect	
414709724|CCN31428.1|1|1|crcB|crcB||1|FLUORIDE|FLUORIDE|fluoride_efflux_transporter_CrcB	['aminoglycoside antibiotic', 'aminoglycoside antibiotic']	FLUORIDE	Perfect	correct	
42293|CAA43562.1|1|1|papA|papA||1|||P_fimbria_major_subunit_PapA	['disinfecting agents and antiseptics']	42293|CAA43562.1|1|1|papA|papA||1|||P_fimbria_major_subunit_PapA	Loose	incorrect	
422941507|AFX83959.1|1|1|subA|subA||1|||subtilase_AB5_cytotoxin_subunit_A	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	422941507|AFX83959.1|1|1|subA|subA||1|||subtilase_AB5_cytotoxin_subunit_A	Loose	incorrect	
42294|CAA43563.1|1|1|papH|papH||1|||P_fimbrial_minor_subunit_PapH	['glycopeptide antibiotic']	42294|CAA43563.1|1|1|papH|papH||1|||P_fimbrial_minor_subunit_PapH	Loose	incorrect	
42295|CAA43564.1|1|1|papC|papC||1|||P_fimbrial_usher_protein_PapC	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	42295|CAA43564.1|1|1|papC|papC||1|||P_fimbrial_usher_protein_PapC	Loose	incorrect	
42299|CAA43568.1|1|1|papE|papE||1|||P_fimbrial_minor_subunit_PapE	['tetracycline antibiotic']	42299|CAA43568.1|1|1|papE|papE||1|||P_fimbrial_minor_subunit_PapE	Loose	incorrect	
42300|CAA43569.1|1|1|papF|papF||1|||P_fimbrial_tip_protein_PapF	['beta-lactam antibiotic']	42300|CAA43569.1|1|1|papF|papF||1|||P_fimbrial_tip_protein_PapF	Loose	incorrect	
42301|CAA43570.1|1|1|papG-I|papG-I||1|||P_fimbria_tip_G-adhesin_PapG-I	['diaminopyrimidine antibiotic']	42301|CAA43570.1|1|1|papG-I|papG-I||1|||P_fimbria_tip_G-adhesin_PapG-I	Loose	incorrect	
42601196|AAS21297.1|1|1|tbtR|tbtR||1|EFFLUX|EFFLUX|tribuytltin_resistance_regulator_TbtR	['fluoroquinolone antibiotic', 'tetracycline antibiotic', 'diaminopyrimidine antibiotic', 'nitrofuran antibiotic']	EFFLUX	Loose	incorrect	
42735739|AAS39677.1|1|1|cerA|cerA||1|||phospholipase_CerA	['glycopeptide antibiotic']	42735739|AAS39677.1|1|1|cerA|cerA||1|||phospholipase_CerA	Loose	incorrect	
42736958|AAS40892.1|1|1|nheA|nheA||1|||non-hemolytic_enterotoxin_NHE_subunit_A	['phenicol antibiotic']	42736958|AAS40892.1|1|1|nheA|nheA||1|||non-hemolytic_enterotoxin_NHE_subunit_A	Loose	incorrect	
42736959|AAS40893.1|1|1|nheB|nheB||1|||non-hemolytic_enterotoxin_NHE_subunit_B	['beta-lactam antibiotic']	42736959|AAS40893.1|1|1|nheB|nheB||1|||non-hemolytic_enterotoxin_NHE_subunit_B	Loose	incorrect	
42736960|AAS40894.1|1|1|nheC|nheC||1|||non-hemolytic_enterotoxin_NHE_subunit_C	['fluoroquinolone antibiotic', 'tetracycline antibiotic', 'disinfecting agents and antiseptics']	42736960|AAS40894.1|1|1|nheC|nheC||1|||non-hemolytic_enterotoxin_NHE_subunit_C	Loose	incorrect	
4321265|AAD15663.1|1|1|tbtA|tbtA|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_TbtA	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	EFFLUX	Loose	incorrect	
4321266|AAD15664.1|1|1|tbtB|tbtB|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_permease_subunit_TbtB	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	EFFLUX	Loose	incorrect	
4321267|AAD15665.1|1|1|tbtM|tbtM||1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_outer_membrane_channel_subunit_TbtM	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	EFFLUX	Loose	incorrect	
4324356|AAD16833.1|1|1|virF_Yersin|virF_Yersin||1|||virulence_regulon_transcriptional_activator_VirF	['macrolide antibiotic', 'macrolide antibiotic']	4324356|AAD16833.1|1|1|virF_Yersin|virF_Yersin||1|||virulence_regulon_transcriptional_activator_VirF	Loose	incorrect	
4335906|AAD17510.1|1|1|f17a|f17a||1|||F17A_fimbrial_adhesin	['aminoglycoside antibiotic', 'aminoglycoside antibiotic']	4335906|AAD17510.1|1|1|f17a|f17a||1|||F17A_fimbrial_adhesin	Loose	incorrect	
4335908|AAD17511.1|1|1|f17a|f17a||1|||F17A_fimbrial_adhesin	['beta-lactam antibiotic', 'beta-lactam antibiotic']	4335908|AAD17511.1|1|1|f17a|f17a||1|||F17A_fimbrial_adhesin	Loose	incorrect	
436946|AAA18786.1|1|1|cdtB_II|cdtB_II||1|||cytolethal_distending_toxin_type_II_nuclease_subunit_CdtB	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	436946|AAA18786.1|1|1|cdtB_II|cdtB_II||1|||cytolethal_distending_toxin_type_II_nuclease_subunit_CdtB	Loose	incorrect	
438189|CAA81047.1|1|1|mtrR|mtrR|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_system_transcriptional_repressor_MtrR	['fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	EFFLUX	Loose	incorrect	
438853|AAA74436.1|1|1|mexA|mexA|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MexA	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	EFFLUX	Perfect	correct	
440631033|AGC14252.1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	['aminocoumarin antibiotic']	440631033|AGC14252.1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	Loose	incorrect	
442376|AAC45093.1|1|1|cssA|cssA||1|||CS6_fimbrial_subunit_A_CssA	['glycopeptide antibiotic']	442376|AAC45093.1|1|1|cssA|cssA||1|||CS6_fimbrial_subunit_A_CssA	Loose	incorrect	
44307598|AAS47019.1|1|1|nleC|nleC||1|||type_III_secretion_system_effector_zinc_metalloprotease_NleC	['beta-lactam antibiotic']	44307598|AAS47019.1|1|1|nleC|nleC||1|||type_III_secretion_system_effector_zinc_metalloprotease_NleC	Loose	incorrect	
443421075|AGC85979.1|1|1|iss|iss||1|||increased_serum_survival_lipoprotein_Iss	['tetracycline antibiotic']	443421075|AGC85979.1|1|1|iss|iss||1|||increased_serum_survival_lipoprotein_Iss	Loose	incorrect	
443905548|CCG33322.1|1|1|iroN|iroN||1|||siderophore_salmochelin_receptor_IroN	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'diaminopyrimidine antibiotic', 'phenicol antibiotic']	443905548|CCG33322.1|1|1|iroN|iroN||1|||siderophore_salmochelin_receptor_IroN	Loose	incorrect	
446043279|WP_000121134.1|1|1|qacH_Lis|qacH_Lis|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacH	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
446545430|WP_000622776.1|1|1|qacA|qacA|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_MFS_transporter_QacA	['fluoroquinolone antibiotic']	QUATERNARY_AMMONIUM	Strict	correct	
446545432|WP_000622778.1|1|1|qacB|qacB|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_MFS_transporter_QacB	['fluoroquinolone antibiotic']	QUATERNARY_AMMONIUM	Strict	correct	
446602081|WP_000679427.1|1|1|qacEdelta1|qacE_gen|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacE_delta_1	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Perfect	correct	
446723218|WP_000800531.1|1|1|qacL|qacL|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacL	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
447069133|WP_001146389.1|1|1|qacC|qacC|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacC	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
44982387|AAS50165.1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	['aminocoumarin antibiotic']	44982387|AAS50165.1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	Loose	incorrect	
45124783|CAF33353.1|1|1|sph|sph||1|||sphingomyelinase_C	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic']	45124783|CAF33353.1|1|1|sph|sph||1|||sphingomyelinase_C	Loose	incorrect	
45170565|AAO18187.2|1|1|sdeB|sdeB|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_permease_subunit_SdeB	['fluoroquinolone antibiotic', 'tetracycline antibiotic']	EFFLUX	Strict	correct	
45170566|AAS55383.1|1|1|sdeA|sdeA||1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_SdeA	['fluoroquinolone antibiotic', 'tetracycline antibiotic', 'diaminopyrimidine antibiotic', 'nitrofuran antibiotic']	EFFLUX	Loose	incorrect	
4574220|AAD23953.1|1|1|pic_auto|pic_auto||1|||serine_protease_autotransporter_toxin_Pic	['beta-lactam antibiotic']	4574220|AAD23953.1|1|1|pic_auto|pic_auto||1|||serine_protease_autotransporter_toxin_Pic	Loose	incorrect	
45774522|AAS76847.1|1|1|fedA|fedA||1|||F18_fimbrial_major_subunit_FedA	['beta-lactam antibiotic']	45774522|AAS76847.1|1|1|fedA|fedA||1|||F18_fimbrial_major_subunit_FedA	Loose	incorrect	
46567|CAA29260.1|1|1|sec1|sec1||1|||staphylococcal_enterotoxin_type_C1	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	46567|CAA29260.1|1|1|sec1|sec1||1|||staphylococcal_enterotoxin_type_C1	Loose	incorrect	
4689215|AAD27810.1|1|1|aafC|aafC||1|||aggregative_adherence_fimbria_II_usher_protein_AafC	['phenicol antibiotic']	4689215|AAD27810.1|1|1|aafC|aafC||1|||aggregative_adherence_fimbria_II_usher_protein_AafC	Loose	incorrect	
469236|AAA24698.1|1|1|tsh|tsh||1|||temperature-sensitive_protease_autotransporter_hemagglutinin_Tsh	['mupirocin-like antibiotic']	469236|AAA24698.1|1|1|tsh|tsh||1|||temperature-sensitive_protease_autotransporter_hemagglutinin_Tsh	Loose	incorrect	
46981054|CAE82650.1|1|1|faeG|faeG||1|||F4_(K88)_fimbria_major_subunit/adhesin_FaeG	['beta-lactam antibiotic']	46981054|CAE82650.1|1|1|faeG|faeG||1|||F4_(K88)_fimbria_major_subunit/adhesin_FaeG	Loose	incorrect	
46981060|CAE82653.1|1|1|faeG|faeG||1|||F4_(K88)_fimbria_major_subunit/adhesin_FaeG	['beta-lactam antibiotic']	46981060|CAE82653.1|1|1|faeG|faeG||1|||F4_(K88)_fimbria_major_subunit/adhesin_FaeG	Loose	incorrect	
46981094|CAE82670.1|1|1|faeG|faeG||1|||F4_(K88)_fimbria_major_subunit/adhesin_FaeG	['beta-lactam antibiotic']	46981094|CAE82670.1|1|1|faeG|faeG||1|||F4_(K88)_fimbria_major_subunit/adhesin_FaeG	Loose	incorrect	
4704412|AAD28079.1|1|1|hlyE|hlyE||1|||hemolysin_HlyE	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	4704412|AAD28079.1|1|1|hlyE|hlyE||1|||hemolysin_HlyE	Loose	incorrect	
