#ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts	ARO	confers_resistance_to	resistance_to_drug_classes
RPOB2	24	1122	ExDog10_70484	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.993958346885875	53.0	1236	1207.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
LNUE	2	160	ExDog10_285192	MLS	AGT57825|FEATURES|lnuE|MLS|lnuE	0.9999999713289028	57.9	159	202.0	4.9899999999999996e-68	1	ARO:3003762	ARO:0000046	ARO:0000017
UGD	2	388	ExDog10_320	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8949493728206508	55.5	434	455.0	6.240000000000001e-160	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	20	1122	ExDog10_30327	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9944492397383774	54.1	1238	1231.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANRI	4	232	ExDog10_92497	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999939045268436	65.1	229	320.0	6.81e-112	1	ARO:3003728		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_109638	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9988023008776236	55.1	287	352.0	2.33e-123	1	ARO:3003982	ARO:0000066	ARO:0000017
UGD	1	388	ExDog10_138349	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8985915338182087	57.2	435	467.0	1.89e-164	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	1	388	ExDog10_150311	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9045894695807872	60.7	412	489.0	7.11e-174	1	ARO:3003577	ARO:3000454	ARO:1000003
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_68679	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994362235514564	61.0	287	387.0	6.36e-137	1	ARO:3003982	ARO:0000066	ARO:0000017
VANU	1	67	ExDog10_17687	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9903440048455148	52.2	67	70.1	2.12e-18	1	ARO:3004253		
LNUC	1	164	ExDog10_211875	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.995541455858622	57.9	164	208.0	3.49e-70	1	ARO:3002837	ARO:0000046	ARO:0000017
BCRA	7	309	ExDog10_89180	bacitracin	gi:445996719:ref:WP_000074574.1:|FEATURES|bcrA|bacitracin|bcrA	0.9997714111126756	52.8	303	311.0	1.2199999999999999e-106	1	ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
EFRB	33	362	ExDog10_152781	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8483105023383263	51.8	330	335.0	3.93e-111	1	ARO:3003949		
OPRM	10	465	ExDog10_323627	multidrug	NC_008702.1.4606278.p01|FEATURES|oprM|multidrug|oprM	0.8697299677584382	50.0	456	414.0	3.54e-142	1	ARO:3000379		
VANR	1	231	ExDog10_301784	glycopeptide	gi:447203855:ref:WP_001281111.1:|FEATURES|vanR|glycopeptide|vanR	0.999992499253263	61.9	231	297.0	1.94e-103	1	ARO:3002919		
UGD	1	329	ExDog10_100528	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8698185153805595	60.4	333	391.0	2.55e-136	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	3	388	ExDog10_203553	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.903824534221401	60.4	407	486.0	4.44e-171	1	ARO:3003577	ARO:3000454	ARO:1000003
LNUA	7	161	ExDog10_285772	MLS	CAJ75672|FEATURES|lnuA|MLS|lnuA	0.9999999618436765	55.5	155	199.0	6.26e-67	1	ARO:3002835	ARO:0000046,ARO:3007169	ARO:0000017,ARO:0000017
RPOB2	24	1122	ExDog10_106797	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9941278097327634	53.6	1240	1215.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
CFXA2	1	258	ExDog10_150366	beta-lactam	AAM48117|FEATURES|CfxA2|beta-lactam|CfxA2	0.9999840694502344	88.4	258	453.0	4.510000000000001e-163	1	ARO:3003002		
BACA	9	271	ExDog10_123993	bacitracin	Q5P6K4|FEATURES|bacA|bacitracin|bacA	0.9818252359627035	59.2	267	307.0	5.589999999999999e-106	1	ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
ROSA	17	346	ExDog10_185798	fosmidomycin	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	0.9979655521493462	56.2	331	350.0	6.72e-120	1	ARO:3003048		
VANU	1	67	ExDog10_126482	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9877124206353156	50.7	67	67.0	3.65e-17	1	ARO:3004253		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog10_131595	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999117252091277	58.4	286	365.0	4.29e-128	1	ARO:3003982	ARO:0000066	ARO:0000017
VANR	1	230	ExDog10_282940	glycopeptide	gi:447203848:ref:WP_001281104.1:|FEATURES|vanR|glycopeptide|vanR	0.9999964459988642	70.9	230	350.0	2.1e-124	1	ARO:3002919		
EFRB	22	362	ExDog10_257804	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8315619150599088	50.6	342	319.0	1.2199999999999998e-104	1	ARO:3003949		
LSA	1	490	ExDog10_107367	MLS	gi:499132967:ref:WP_010860999.1:|FEATURES|lsa|MLS|lsa	0.9319546272117544	57.3	490	569.0	3.98e-202	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_255123	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.99935323864155	60.6	287	380.0	2.45e-134	1	ARO:3003982	ARO:0000066	ARO:0000017
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	47	264	ExDog10_49399	aminoglycoside	Q7N8V7|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.8216710560383585	55.0	218	219.0	3.49e-72	1	ARO:3004595	ARO:0000006,ARO:0000066,ARO:3000583	ARO:0000000,ARO:0000017,ARO:0000026
UGD	2	388	ExDog10_15613	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8936776381044716	55.1	432	451.0	2.61e-158	1	ARO:3003577	ARO:3000454	ARO:1000003
EFRB	17	362	ExDog10_819	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8512646704436886	50.8	354	338.0	8.78e-112	1	ARO:3003949		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	225	ExDog10_104220	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9982447810774918	53.7	231	216.0	2.82e-71	1	ARO:3000838		
ACRB	2	1036	ExDog10_311239	multidrug	gi:495735716:ref:WP_008460295.1:|FEATURES|acrB|multidrug|acrB	0.8875182736394487	57.3	1039	1127.0	0.0	1	ARO:3000777		
OPRM	10	465	ExDog10_311238	multidrug	NC_008702.1.4606278.p01|FEATURES|oprM|multidrug|oprM	0.8720877738541158	50.7	456	416.0	8.82e-143	1	ARO:3000379		
VANR	1	230	ExDog10_81812	glycopeptide	gi:1045412091:ref:WP_065484665.1:|FEATURES|vanR|glycopeptide|vanR	0.9999659217382576	59.6	230	287.0	1.81e-99	1	ARO:3002919		
AAC(6')-I	1	178	ExDog10_86169	aminoglycoside	AF337947.1.gene2.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.843530707082369	100.0	178	371.0	3.1899999999999996e-134	1	ARO:3004629	ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016
RPOB2	24	1122	ExDog10_23185	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9938271587966312	53.2	1236	1201.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
CFXA6	12	326	ExDog10_26620	beta-lactam	ACT97371.1|FEATURES|CfxA6|beta-lactam|CfxA6	0.9999951554866052	80.3	315	476.0	7.26e-171	1	ARO:3003097		
EFRB	37	362	ExDog10_75081	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8348672983422	51.5	330	322.0	1.1e-105	1	ARO:3003949		
UGD	1	388	ExDog10_26932	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8982987357294535	55.1	439	466.0	2.7800000000000003e-164	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	28	1137	ExDog10_279197	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.994971459254086	55.2	1224	1260.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
UGD	6	388	ExDog10_302668	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9022473199905272	60.2	407	480.0	2.61e-170	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	2	388	ExDog10_45536	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9027829352928732	60.1	409	482.0	1.46e-169	1	ARO:3003577	ARO:3000454	ARO:1000003
VANU	4	67	ExDog10_281894	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9947720038161968	62.5	64	78.6	1.2500000000000001e-21	1	ARO:3004253		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog10_71374	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9995686724814388	64.2	285	401.0	2.67e-142	1	ARO:3003982	ARO:0000066	ARO:0000017
RPOB2	20	1137	ExDog10_12407	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9946747069241276	54.6	1244	1243.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
EFRB	39	362	ExDog10_245531	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8401669337553518	51.9	324	327.0	9.1e-108	1	ARO:3003949		
VANRI	4	232	ExDog10_302000	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.999993199459318	64.6	229	319.0	7.97e-112	1	ARO:3003728		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	80	ExDog10_255347	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8574660433322686	51.3	78	80.5	2.56e-20	1	ARO:3000838		
UGD	50	388	ExDog10_190352	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8764121719836739	54.9	386	405.0	6.58e-141	1	ARO:3003577	ARO:3000454	ARO:1000003
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog10_109884	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9990087112989404	56.9	288	360.0	3.38e-126	1	ARO:3003982	ARO:0000066	ARO:0000017
AADE	26	288	ExDog10_77481	aminoglycoside	ZP_04556181|FEATURES|aadE|aminoglycoside|aadE	0.9999993206175962	84.8	263	469.0	4.9499999999999995e-170	1	ARO:3002629	ARO:0000040	ARO:0000016
LSA	1	492	ExDog10_96422	MLS	gi:944535691:ref:WP_055747198.1:|FEATURES|lsa|MLS|lsa	0.999153196806761	66.7	492	671.0	3.819999999999999e-242	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
UGD	3	388	ExDog10_281652	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8982987357294535	55.8	437	466.0	3.94e-164	1	ARO:3003577	ARO:3000454	ARO:1000003
VANU	3	63	ExDog10_99446	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9929328911707948	54.1	61	74.3	4e-17	1	ARO:3004253		
RPOB2	20	1122	ExDog10_190762	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9943114828311638	53.5	1240	1224.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
EFRB	22	362	ExDog10_215149	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8522337806284123	52.3	342	339.0	8.27e-113	1	ARO:3003949		
VANU	1	74	ExDog10_178819	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9939972656304672	52.7	74	76.6	8.460000000000001e-21	1	ARO:3004253		
VANR	5	232	ExDog10_69950	glycopeptide	ACM47283|FEATURES|vanR|glycopeptide|vanR	0.9997073461430032	55.0	229	254.0	3.6000000000000004e-86	1	ARO:3002923		
EMRE	1	116	ExDog10_132964	multidrug	NC_008702.1.4608023.p01|FEATURES|emrE|multidrug|emrE	0.994710134233906	69.0	116	154.0	1.83e-50	1	ARO:3004580	ARO:0000032	ARO:3000007
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	219	ExDog10_258393	unclassified	NC_002951.3238224.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.996603517883583	50.0	222	206.0	9.979999999999999e-68	1	ARO:3000838		
MEXB	2	1045	ExDog10_43209	multidrug	YP_001345921|FEATURES|mexB|multidrug|mexB	0.967066152925855	56.9	1050	1114.0	0.0	1	ARO:3000378		
ACRA	10	366	ExDog10_43208	multidrug	ZP_03359886|FEATURES|acrA|multidrug|acrA	0.9999259036240664	50.0	362	311.0	1.21e-103	1	ARO:3004043		
UGD	1	388	ExDog10_141906	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8971072976645871	54.9	439	462.0	9.140000000000001e-163	1	ARO:3003577	ARO:3000454	ARO:1000003
VANU	1	67	ExDog10_11219	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9923426660655792	50.7	67	73.2	1.34e-19	1	ARO:3004253		
UGD	2	388	ExDog10_83489	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.894316308082101	55.1	434	453.0	3.45e-159	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	27	1123	ExDog10_108035	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9929199465159574	53.7	1186	1164.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
RPOB2	20	1124	ExDog10_56169	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9950702851021704	55.8	1205	1266.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANRI	4	232	ExDog10_123600	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999920013725592	63.3	229	315.0	1.48e-110	1	ARO:3003728		
UGD	12	388	ExDog10_266849	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9118220220557745	66.8	377	520.0	2.6199999999999998e-186	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	1	388	ExDog10_212120	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9033068847790404	60.0	412	484.0	2.7299999999999997e-170	1	ARO:3003577	ARO:3000454	ARO:1000003
LSA	1	492	ExDog10_308229	MLS	gi:944535691:ref:WP_055747198.1:|FEATURES|lsa|MLS|lsa	0.9998375760112336	62.6	492	628.0	1.59e-225	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
UGD	30	388	ExDog10_42627	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8949493728206508	60.9	381	455.0	1.0300000000000001e-160	1	ARO:3003577	ARO:3000454	ARO:1000003
VANU	1	67	ExDog10_205948	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.993870654423814	52.2	67	76.3	8.76e-21	1	ARO:3004253		
UGD	1	388	ExDog10_218280	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9017044272315524	59.7	412	478.0	3.63e-169	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	26	388	ExDog10_304656	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8949493728206508	60.5	385	455.0	1.2000000000000001e-160	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	1	388	ExDog10_57588	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8997463091564983	55.6	439	471.0	4.68e-166	1	ARO:3003577	ARO:3000454	ARO:1000003
BCRA	5	305	ExDog10_207012	bacitracin	gi:445996708:ref:WP_000074563.1:|FEATURES|bcrA|bacitracin|bcrA	0.9998140468075588	53.5	301	304.0	1.48e-103	1	ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
LNUC	1	164	ExDog10_235094	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.9958765436928856	59.1	164	212.0	7.400000000000001e-72	1	ARO:3002837	ARO:0000046	ARO:0000017
LSA	1	492	ExDog10_196330	MLS	gi:951389844:ref:WP_057765492.1:|FEATURES|lsa|MLS|lsa	0.9705439034021952	68.1	492	671.0	1.74e-241	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
EFRB	36	362	ExDog10_278508	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8522337806284126	51.1	327	339.0	2.33e-112	1	ARO:3003949		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_163663	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994362235514564	62.0	287	387.0	4.66e-137	1	ARO:3003982	ARO:0000066	ARO:0000017
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog10_28437	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9997221092854164	67.2	287	425.0	4.35e-152	1	ARO:3003982	ARO:0000066	ARO:0000017
UGD	18	388	ExDog10_75869	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8879310135041463	54.1	418	434.0	1.04e-151	1	ARO:3003577	ARO:3000454	ARO:1000003
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_195536	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994679871268508	61.7	287	390.0	3.86e-138	1	ARO:3003982	ARO:0000066	ARO:0000017
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	80	ExDog10_271429	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8432591570242994	57.5	73	78.2	1.88e-19	1	ARO:3000838		
VANR	1	234	ExDog10_80682	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999985833499198	76.1	234	374.0	1.8300000000000003e-133	1	ARO:3002926		
EFRB	19	362	ExDog10_68702	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8588294179138333	50.6	344	346.0	8.9e-115	1	ARO:3003949		
TET(40)	25	403	ExDog11_205298	tetracycline	AFK31666.1|FEATURES|tet(40)|tetracycline|tet(40)	0.9836095370525472	62.3	379	451.0	4.84e-159	1	ARO:3000567	ARO:0000051	ARO:3000050
UGD	3	388	ExDog11_164788	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8984312791482069	60.0	405	482.0	1.4100000000000002e-169	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	3	388	ExDog11_286455	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8945928715783982	56.5	437	469.0	3.5399999999999997e-165	1	ARO:3003577	ARO:3000454	ARO:1000003
MEFA	1	408	ExDog11_74306	MLS	gi:496592990:ref:WP_009288847.1:|FEATURES|mefA|MLS|mefA	0.9998700187675338	99.8	408	761.0	9.09e-281	1	ARO:3000616	ARO:0000006,ARO:0000057	ARO:0000000,ARO:0000000
CLASS_A	13	295	ExDog11_300156	beta-lactam	AAA21532|FEATURES|class_A|beta-lactam|class_A	0.996040252155038	54.8	283	321.0	1.6e-110	1	ARO:3003559		
RPOB2	28	1137	ExDog11_153125	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.994971459254086	55.2	1224	1260.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
TET(40)	1	406	ExDog11_200365	tetracycline	AFK31666.1|FEATURES|tet(40)|tetracycline|tet(40)	0.9994233597032094	100.0	406	756.0	5.2499999999999996e-279	1	ARO:3000567	ARO:0000051	ARO:3000050
UGD	1	388	ExDog11_112654	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9006494166962776	60.0	412	490.0	6.77e-174	1	ARO:3003577	ARO:3000454	ARO:1000003
ACRB	1	1034	ExDog11_60742	multidrug	YP_002240037|FEATURES|acrB|multidrug|acrB	0.8979992496605723	59.9	1060	1191.0	0.0	1	ARO:3000216	ARO:0000045	ARO:3005386
AADE	3	280	ExDog11_200582	aminoglycoside	FN594949.1.gene25.p01|FEATURES|aadE|aminoglycoside|aadE	0.9999998183132234	67.6	278	405.0	4.9e-144	1	ARO:3002629	ARO:0000040	ARO:0000016
BACA	7	291	ExDog11_183781	bacitracin	YP_584847|FEATURES|bacA|bacitracin|bacA	0.9866662448063992	50.5	285	286.0	1.63e-97	1	ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog11_314542	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999716953836051	64.2	285	401.0	2.67e-142	1	ARO:3003982	ARO:0000066	ARO:0000017
ROSA	17	344	ExDog11_182012	fosmidomycin	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	0.9984571807351964	56.2	329	349.0	2.3399999999999998e-119	1	ARO:3003048		
RPOB2	28	1123	ExDog11_3317	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9938494484903384	53.1	1198	1202.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
EFRB	32	362	ExDog11_205385	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8061954482425544	54.7	331	348.0	2.34e-117	1	ARO:3003949		
BACA	9	271	ExDog11_327207	bacitracin	Q5P6K4|FEATURES|bacA|bacitracin|bacA	0.9920594522742252	55.8	267	294.0	8.07e-101	1	ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
VANR	4	234	ExDog11_214200	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999649092689932	53.7	231	253.0	1.13e-85	1	ARO:3002926		
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	11	272	ExDog11_261139	aminoglycoside	Q56016|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.9999998793948596	56.9	262	264.0	1.27e-87	1	ARO:3000600	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026
CFXA6	12	326	ExDog11_119215	beta-lactam	ACT97371.1|FEATURES|CfxA6|beta-lactam|CfxA6	0.9999693636814256	80.3	315	476.0	5.11e-171	1	ARO:3003097		
ACRB	1	1034	ExDog11_180940	multidrug	gi:495735716:ref:WP_008460295.1:|FEATURES|acrB|multidrug|acrB	0.9442839443356092	60.7	1060	1192.0	0.0	1	ARO:3000777		
UGD	1	388	ExDog11_147210	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8961042982438655	59.2	412	474.0	1.39e-167	1	ARO:3003577	ARO:3000454	ARO:1000003
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_18618	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9996772534484412	62.0	287	394.0	1.16e-139	1	ARO:3003982	ARO:0000066	ARO:0000017
AADE	1	275	ExDog11_213798	aminoglycoside	ZP_04556181|FEATURES|aadE|aminoglycoside|aadE	0.9999996424750662	100.0	275	570.0	1.8200000000000002e-209	1	ARO:3002629	ARO:0000040	ARO:0000016
RPOB2	20	1122	ExDog11_92814	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9943114828311638	53.5	1240	1224.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
LSA	1	492	ExDog11_251103	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9982332112044952	64.0	494	637.0	2.8499999999999997e-229	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
