Original ID	ARO	Cut_Off	Database
MEG_4613|Drugs|betalactams|Class_D_betalactamases|OXA	3005747	Perfect	megares
MEG_4614|Drugs|betalactams|Class_D_betalactamases|OXA	3005993	Perfect	megares
MEG_4615|Drugs|betalactams|Class_D_betalactamases|OXA	3005767	Perfect	megares
MEG_4616|Drugs|betalactams|Class_D_betalactamases|OXA	3005991	Perfect	megares
MEG_4617|Drugs|betalactams|Class_D_betalactamases|OXA	3005749	Perfect	megares
MEG_4618|Drugs|betalactams|Class_D_betalactamases|OXA	3005744	Perfect	megares
MEG_4619|Drugs|betalactams|Class_D_betalactamases|OXA	3005771	Perfect	megares
MEG_4620|Drugs|betalactams|Class_D_betalactamases|OXA	3005745	Perfect	megares
MEG_4621|Drugs|betalactams|Class_D_betalactamases|OXA	3005773	Perfect	megares
MEG_4622|Drugs|betalactams|Class_D_betalactamases|OXA	3005775	Perfect	megares
MEG_4623|Drugs|betalactams|Class_D_betalactamases|OXA	3005777	Perfect	megares
MEG_4624|Drugs|betalactams|Class_D_betalactamases|OXA	3005776	Perfect	megares
MEG_4625|Drugs|betalactams|Class_D_betalactamases|OXA	3005774	Perfect	megares
MEG_4626|Drugs|betalactams|Class_D_betalactamases|OXA	3005772	Perfect	megares
MEG_4627|Drugs|betalactams|Class_D_betalactamases|OXA	3005321	Perfect	megares
MEG_4628|Drugs|betalactams|Class_D_betalactamases|OXA	3005887	Strict	megares
MEG_4629|Drugs|betalactams|Class_D_betalactamases|OXA	3001476	Strict	megares
MEG_4630|Drugs|betalactams|Class_D_betalactamases|OXA	3001476	Strict	megares
MEG_4631|Drugs|betalactams|Class_D_betalactamases|OXA	3003622	Strict	megares
MEG_4632|Drugs|betalactams|Class_D_betalactamases|OXA	3003622	Strict	megares
MEG_4633|Drugs|betalactams|Class_D_betalactamases|OXA	3001476	Strict	megares
MEG_4634|Drugs|betalactams|Class_D_betalactamases|OXA	3001476	Strict	megares
MEG_4635|Drugs|betalactams|Class_D_betalactamases|OXA	3001476	Strict	megares
MEG_4636|Drugs|betalactams|Class_D_betalactamases|OXA	3003621	Strict	megares
MEG_4637|Drugs|betalactams|Class_D_betalactamases|OXA	3003621	Strict	megares
MEG_4638|Drugs|betalactams|Class_D_betalactamases|OXA	3003621	Strict	megares
MEG_4639|Drugs|betalactams|Class_D_betalactamases|OXA	3001476	Strict	megares
MEG_4640|Drugs|betalactams|Class_D_betalactamases|OXA	3005882	Strict	megares
MEG_4641|Drugs|betalactams|Class_D_betalactamases|OXA	3005828	Perfect	megares
MEG_4642|Drugs|betalactams|Class_D_betalactamases|OXA	3005811	Perfect	megares
MEG_4643|Drugs|betalactams|Class_D_betalactamases|OXA	3005987	Perfect	megares
MEG_4644|Drugs|betalactams|Class_D_betalactamases|OXA	3005801	Perfect	megares
MEG_4645|Drugs|betalactams|Class_D_betalactamases|OXA	3005808	Perfect	megares
MEG_4646|Drugs|betalactams|Class_D_betalactamases|OXA	3005802	Perfect	megares
MEG_4647|Drugs|betalactams|Class_D_betalactamases|OXA	3005819	Perfect	megares
MEG_4648|Drugs|betalactams|Class_D_betalactamases|OXA	3005829	Perfect	megares
MEG_4649|Drugs|betalactams|Class_D_betalactamases|OXA	3005805	Perfect	megares
MEG_4650|Drugs|betalactams|Class_D_betalactamases|OXA	3005989	Perfect	megares
MEG_4651|Drugs|betalactams|Class_D_betalactamases|OXA	3005830	Perfect	megares
MEG_4652|Drugs|betalactams|Class_D_betalactamases|OXA	3001478	Perfect	megares
MEG_4653|Drugs|betalactams|Class_D_betalactamases|OXA	3005810	Perfect	megares
MEG_4654|Drugs|betalactams|Class_D_betalactamases|OXA	3005803	Perfect	megares
MEG_4655|Drugs|betalactams|Class_D_betalactamases|OXA	3005804	Perfect	megares
MEG_4656|Drugs|betalactams|Class_D_betalactamases|OXA	3005820	Perfect	megares
MEG_4657|Drugs|betalactams|Class_D_betalactamases|OXA	3005814	Perfect	megares
MEG_4658|Drugs|betalactams|Class_D_betalactamases|OXA	3005823	Perfect	megares
MEG_4659|Drugs|betalactams|Class_D_betalactamases|OXA	3005986	Perfect	megares
MEG_4660|Drugs|betalactams|Class_D_betalactamases|OXA	3005818	Perfect	megares
MEG_4661|Drugs|betalactams|Class_D_betalactamases|OXA	3005813	Perfect	megares
MEG_4662|Drugs|betalactams|Class_D_betalactamases|OXA	3005748	Perfect	megares
MEG_4663|Drugs|betalactams|Class_D_betalactamases|OXA	3005726	Perfect	megares
MEG_4664|Drugs|betalactams|Class_D_betalactamases|OXA	3005844	Perfect	megares
MEG_4665|Drugs|betalactams|Class_D_betalactamases|OXA	3005856	Perfect	megares
MEG_4666|Drugs|betalactams|Class_D_betalactamases|OXA	3005857	Perfect	megares
MEG_4667|Drugs|betalactams|Class_D_betalactamases|OXA	3005768	Perfect	megares
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA	3005343	Perfect	megares
MEG_4669|Drugs|betalactams|Class_D_betalactamases|OXA	3005883	Perfect	megares
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA	3005764	Perfect	megares
MEG_4671|Drugs|betalactams|Class_D_betalactamases|OXA	3005864	Perfect	megares
MEG_4672|Drugs|betalactams|Class_D_betalactamases|OXA	3005868	Perfect	megares
MEG_4673|Drugs|betalactams|Class_D_betalactamases|OXA	3001409	Perfect	megares
MEG_4674|Drugs|betalactams|Class_D_betalactamases|OXA	3006024	Perfect	megares
MEG_4675|Drugs|betalactams|Class_D_betalactamases|OXA	3005994	Perfect	megares
MEG_4676|Drugs|betalactams|Class_D_betalactamases|OXA	3005870	Perfect	megares
MEG_4677|Drugs|betalactams|Class_D_betalactamases|OXA	3005867	Perfect	megares
MEG_4678|Drugs|betalactams|Class_D_betalactamases|OXA	3005877	Perfect	megares
MEG_4679|Drugs|betalactams|Class_D_betalactamases|OXA	3005338	Perfect	megares
MEG_4680|Drugs|betalactams|Class_D_betalactamases|OXA	3005943	Perfect	megares
MEG_4681|Drugs|betalactams|Class_D_betalactamases|OXA	3005922	Perfect	megares
MEG_4682|Drugs|betalactams|Class_D_betalactamases|OXA	3005920	Perfect	megares
MEG_4683|Drugs|betalactams|Class_D_betalactamases|OXA	3005919	Perfect	megares
MEG_4684|Drugs|betalactams|Class_D_betalactamases|OXA	3005896	Perfect	megares
MEG_4685|Drugs|betalactams|Class_D_betalactamases|OXA	3005903	Perfect	megares
MEG_4686|Drugs|betalactams|Class_D_betalactamases|OXA	3005975	Perfect	megares
MEG_4687|Drugs|betalactams|Class_D_betalactamases|OXA	3005939	Perfect	megares
MEG_4688|Drugs|betalactams|Class_D_betalactamases|OXA	3005926	Perfect	megares
MEG_4689|Drugs|betalactams|Class_D_betalactamases|OXA	3005895	Perfect	megares
MEG_4690|Drugs|betalactams|Class_D_betalactamases|OXA	3005900	Perfect	megares
MEG_4691|Drugs|betalactams|Class_D_betalactamases|OXA	3005911	Perfect	megares
MEG_4692|Drugs|betalactams|Class_D_betalactamases|OXA	3005760	Perfect	megares
MEG_4693|Drugs|betalactams|Class_D_betalactamases|OXA	3005998	Perfect	megares
MEG_4694|Drugs|betalactams|Class_D_betalactamases|OXA	3005758	Perfect	megares
MEG_4695|Drugs|betalactams|Class_D_betalactamases|OXA	3005786	Perfect	megares
MEG_4696|Drugs|betalactams|Class_D_betalactamases|OXA	3005913	Perfect	megares
MEG_4697|Drugs|betalactams|Class_D_betalactamases|OXA	3005960	Perfect	megares
MEG_4698|Drugs|betalactams|Class_D_betalactamases|OXA	3005997	Perfect	megares
MEG_4699|Drugs|betalactams|Class_D_betalactamases|OXA	3005755	Perfect	megares
MEG_4700|Drugs|betalactams|Class_D_betalactamases|OXA	3005869	Perfect	megares
MEG_4701|Drugs|betalactams|Class_D_betalactamases|OXA	3006026	Perfect	megares
MEG_4702|Drugs|betalactams|Class_D_betalactamases|OXA	3005938	Perfect	megares
MEG_4703|Drugs|betalactams|Class_D_betalactamases|OXA	3005765	Perfect	megares
MEG_4704|Drugs|betalactams|Class_D_betalactamases|OXA	3005980	Perfect	megares
MEG_4705|Drugs|betalactams|Class_D_betalactamases|OXA	3005963	Perfect	megares
MEG_4706|Drugs|betalactams|Class_D_betalactamases|OXA	3005964	Perfect	megares
MEG_4707|Drugs|betalactams|Class_D_betalactamases|OXA	3005737	Perfect	megares
MEG_4708|Drugs|betalactams|Class_D_betalactamases|OXA	3005942	Perfect	megares
MEG_4709|Drugs|betalactams|Class_D_betalactamases|OXA	3005955	Perfect	megares
MEG_4710|Drugs|betalactams|Class_D_betalactamases|OXA	3001528	Perfect	megares
MEG_4711|Drugs|betalactams|Class_D_betalactamases|OXA	3005973	Perfect	megares
MEG_4712|Drugs|betalactams|Class_D_betalactamases|OXA	3005974	Perfect	megares
MEG_4713|Drugs|betalactams|Class_D_betalactamases|OXA	3005781	Perfect	megares
MEG_4714|Drugs|betalactams|Class_D_betalactamases|OXA	3005916	Perfect	megares
MEG_4715|Drugs|betalactams|Class_D_betalactamases|OXA	3006000	Perfect	megares
MEG_4716|Drugs|betalactams|Class_D_betalactamases|OXA	3005901	Perfect	megares
MEG_4717|Drugs|betalactams|Class_D_betalactamases|OXA	3005921	Perfect	megares
MEG_4718|Drugs|betalactams|Class_D_betalactamases|OXA	3001481	Perfect	megares
MEG_4719|Drugs|betalactams|Class_D_betalactamases|OXA	3005904	Perfect	megares
MEG_4720|Drugs|betalactams|Class_D_betalactamases|OXA	3003620	Perfect	megares
MEG_4721|Drugs|betalactams|Class_D_betalactamases|OXA	3006006	Perfect	megares
MEG_4722|Drugs|betalactams|Class_D_betalactamases|OXA	3005159	Perfect	megares
MEG_4723|Drugs|betalactams|Class_D_betalactamases|OXA	3006010	Perfect	megares
MEG_4724|Drugs|betalactams|Class_D_betalactamases|OXA	3005718	Perfect	megares
MEG_4725|Drugs|betalactams|Class_D_betalactamases|OXA	3005712	Perfect	megares
MEG_4726|Drugs|betalactams|Class_D_betalactamases|OXA	3005710	Perfect	megares
MEG_4727|Drugs|betalactams|Class_D_betalactamases|OXA	3005320	Perfect	megares
MEG_4728|Drugs|betalactams|Class_D_betalactamases|OXA	3005319	Perfect	megares
MEG_4729|Drugs|betalactams|Class_D_betalactamases|OXA	3005317	Perfect	megares
MEG_4730|Drugs|betalactams|Class_D_betalactamases|OXA	3005314	Perfect	megares
MEG_4731|Drugs|betalactams|Class_D_betalactamases|OXA	3001775	Perfect	megares
MEG_4732|Drugs|betalactams|Class_D_betalactamases|OXA	3005315	Perfect	megares
MEG_4733|Drugs|betalactams|Class_D_betalactamases|OXA	3006005	Perfect	megares
MEG_4734|Drugs|betalactams|Class_D_betalactamases|OXA	3005931	Perfect	megares
MEG_4735|Drugs|betalactams|Class_D_betalactamases|OXA	3001762	Perfect	megares
MEG_4736|Drugs|betalactams|Class_D_betalactamases|OXA	3005881	Perfect	megares
MEG_4737|Drugs|betalactams|Class_D_betalactamases|OXA	3005328	Strict	megares
MEG_4738|Drugs|betalactams|Class_D_betalactamases|OXA	3005325	Perfect	megares
MEG_4739|Drugs|betalactams|Class_D_betalactamases|OXA	3005326	Perfect	megares
MEG_4740|Drugs|betalactams|Class_D_betalactamases|OXA	3005324	Perfect	megares
MEG_4741|Drugs|betalactams|Class_D_betalactamases|OXA	3001780	Strict	megares
MEG_4742|Drugs|betalactams|Class_D_betalactamases|OXA	3005935	Strict	megares
MEG_4743|Drugs|betalactams|Class_D_betalactamases|OXA	3001442	Perfect	megares
MEG_4744|Drugs|betalactams|Class_D_betalactamases|OXA	3006012	Perfect	megares
MEG_4745|Drugs|betalactams|Class_D_betalactamases|OXA	3001412	Perfect	megares
MEG_4746|Drugs|betalactams|Class_D_betalactamases|OXA	3001640	Strict	megares
MEG_4747|Drugs|betalactams|Class_D_betalactamases|OXA	3001415	Strict	megares
MEG_4748|Drugs|betalactams|Class_D_betalactamases|OXA	3001809	Perfect	megares
MEG_4749|Drugs|betalactams|Class_D_betalactamases|OXA	3001416	Perfect	megares
MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA	3001777	Perfect	megares
MEG_4751|Drugs|betalactams|Class_D_betalactamases|OXA	3001794	Perfect	megares
MEG_4752|Drugs|betalactams|Class_D_betalactamases|OXA	3005727	Perfect	megares
MEG_4753|Drugs|betalactams|Class_D_betalactamases|OXA	3005326	Strict	megares
MEG_4754|Drugs|betalactams|Class_D_betalactamases|OXA	3001615	Perfect	megares
MEG_4755|Drugs|betalactams|Class_D_betalactamases|OXA	3001705	Perfect	megares
MEG_4756|Drugs|betalactams|Class_D_betalactamases|OXA	3001635	Perfect	megares
MEG_4757|Drugs|betalactams|Class_D_betalactamases|OXA	3001404	Strict	megares
MEG_4758|Drugs|betalactams|Class_D_betalactamases|OXA	3001647	Perfect	megares
MEG_4759|Drugs|betalactams|Class_D_betalactamases|OXA	3001484	Perfect	megares
MEG_4760|Drugs|betalactams|Class_D_betalactamases|OXA	3001682	Perfect	megares
MEG_4761|Drugs|betalactams|Class_D_betalactamases|OXA	3001557	Perfect	megares
MEG_4762|Drugs|betalactams|Class_D_betalactamases|OXA	3003116	Perfect	megares
MEG_4764|Drugs|betalactams|Class_D_betalactamases|OXA	3001414	Perfect	megares
MEG_4766|Drugs|betalactams|Class_D_betalactamases|OXA	3001417	Perfect	megares
MEG_4767|Drugs|betalactams|Class_D_betalactamases|OXA	3001420	Perfect	megares
MEG_4768|Drugs|betalactams|Class_D_betalactamases|OXA	3001421	Perfect	megares
MEG_4769|Drugs|betalactams|Class_D_betalactamases|OXA	3001422	Perfect	megares
MEG_4770|Drugs|betalactams|Class_D_betalactamases|OXA	3001405	Perfect	megares
MEG_4771|Drugs|betalactams|Class_D_betalactamases|OXA	3001423	Perfect	megares
MEG_4772|Drugs|betalactams|Class_D_betalactamases|OXA	3001425	Perfect	megares
MEG_4774|Drugs|betalactams|Class_D_betalactamases|OXA	3001426	Perfect	megares
MEG_4775|Drugs|betalactams|Class_D_betalactamases|OXA	3001429	Perfect	megares
MEG_4777|Drugs|betalactams|Class_D_betalactamases|OXA	3001768	Perfect	megares
MEG_4778|Drugs|betalactams|Class_D_betalactamases|OXA	3001419	Perfect	megares
MEG_4779|Drugs|betalactams|Class_D_betalactamases|OXA	3001808	Perfect	megares
MEG_4780|Drugs|betalactams|Class_D_betalactamases|OXA	3001612	Perfect	megares
MEG_4781|Drugs|betalactams|Class_D_betalactamases|OXA	3001424	Perfect	megares
MEG_4782|Drugs|betalactams|Class_D_betalactamases|OXA	3001769	Perfect	megares
MEG_4783|Drugs|betalactams|Class_D_betalactamases|OXA	3001770	Perfect	megares
MEG_4784|Drugs|betalactams|Class_D_betalactamases|OXA	3001794	Perfect	megares
MEG_4785|Drugs|betalactams|Class_D_betalactamases|OXA	3001771	Perfect	megares
MEG_4786|Drugs|betalactams|Class_D_betalactamases|OXA	3001772	Perfect	megares
MEG_4787|Drugs|betalactams|Class_D_betalactamases|OXA	3001798	Perfect	megares
MEG_4788|Drugs|betalactams|Class_D_betalactamases|OXA	3001650	Perfect	megares
MEG_4789|Drugs|betalactams|Class_D_betalactamases|OXA	3001438	Perfect	megares
MEG_4790|Drugs|betalactams|Class_D_betalactamases|OXA	3001646	Perfect	megares
MEG_4791|Drugs|betalactams|Class_D_betalactamases|OXA	3001439	Perfect	megares
MEG_4792|Drugs|betalactams|Class_D_betalactamases|OXA	3001811	Perfect	megares
MEG_4793|Drugs|betalactams|Class_D_betalactamases|OXA	3001451	Perfect	megares
MEG_4794|Drugs|betalactams|Class_D_betalactamases|OXA	3001737	Perfect	megares
MEG_4795|Drugs|betalactams|Class_D_betalactamases|OXA	3001724	Perfect	megares
MEG_4796|Drugs|betalactams|Class_D_betalactamases|OXA	3001738	Perfect	megares
MEG_4797|Drugs|betalactams|Class_D_betalactamases|OXA	3001751	Perfect	megares
MEG_4798|Drugs|betalactams|Class_D_betalactamases|OXA	3001734	Perfect	megares
MEG_4799|Drugs|betalactams|Class_D_betalactamases|OXA	3001736	Perfect	megares
MEG_4800|Drugs|betalactams|Class_D_betalactamases|OXA	3001716	Perfect	megares
MEG_4801|Drugs|betalactams|Class_D_betalactamases|OXA	3001749	Perfect	megares
MEG_4802|Drugs|betalactams|Class_D_betalactamases|OXA	3001760	Perfect	megares
MEG_4803|Drugs|betalactams|Class_D_betalactamases|OXA	3001732	Perfect	megares
MEG_4804|Drugs|betalactams|Class_D_betalactamases|OXA	3001731	Perfect	megares
MEG_4805|Drugs|betalactams|Class_D_betalactamases|OXA	3001755	Perfect	megares
MEG_4806|Drugs|betalactams|Class_D_betalactamases|OXA	3001763	Perfect	megares
MEG_4807|Drugs|betalactams|Class_D_betalactamases|OXA	3001722	Perfect	megares
MEG_4808|Drugs|betalactams|Class_D_betalactamases|OXA	3001733	Perfect	megares
MEG_4809|Drugs|betalactams|Class_D_betalactamases|OXA	3001735	Perfect	megares
MEG_4810|Drugs|betalactams|Class_D_betalactamases|OXA	3001754	Perfect	megares
MEG_4811|Drugs|betalactams|Class_D_betalactamases|OXA	3001707	Perfect	megares
MEG_4812|Drugs|betalactams|Class_D_betalactamases|OXA	3001756	Perfect	megares
MEG_4813|Drugs|betalactams|Class_D_betalactamases|OXA	3001723	Perfect	megares
MEG_4814|Drugs|betalactams|Class_D_betalactamases|OXA	3001725	Perfect	megares
MEG_4815|Drugs|betalactams|Class_D_betalactamases|OXA	3001726	Perfect	megares
MEG_4816|Drugs|betalactams|Class_D_betalactamases|OXA	3001729	Perfect	megares
MEG_4817|Drugs|betalactams|Class_D_betalactamases|OXA	3001727	Perfect	megares
MEG_4818|Drugs|betalactams|Class_D_betalactamases|OXA	3001728	Perfect	megares
MEG_4819|Drugs|betalactams|Class_D_betalactamases|OXA	3001720	Perfect	megares
MEG_4820|Drugs|betalactams|Class_D_betalactamases|OXA	3001717	Perfect	megares
MEG_4821|Drugs|betalactams|Class_D_betalactamases|OXA	3001719	Perfect	megares
MEG_4822|Drugs|betalactams|Class_D_betalactamases|OXA	3001718	Perfect	megares
MEG_4823|Drugs|betalactams|Class_D_betalactamases|OXA	3001746	Perfect	megares
MEG_4824|Drugs|betalactams|Class_D_betalactamases|OXA	3001743	Perfect	megares
MEG_4825|Drugs|betalactams|Class_D_betalactamases|OXA	3001747	Perfect	megares
MEG_4826|Drugs|betalactams|Class_D_betalactamases|OXA	3001752	Strict	megares
MEG_4827|Drugs|betalactams|Class_D_betalactamases|OXA	3001757	Perfect	megares
MEG_4828|Drugs|betalactams|Class_D_betalactamases|OXA	3001739	Perfect	megares
MEG_4829|Drugs|betalactams|Class_D_betalactamases|OXA	3001750	Perfect	megares
MEG_4830|Drugs|betalactams|Class_D_betalactamases|OXA	3001740	Perfect	megares
MEG_4831|Drugs|betalactams|Class_D_betalactamases|OXA	3001753	Strict	megares
MEG_4832|Drugs|betalactams|Class_D_betalactamases|OXA	3001761	Perfect	megares
MEG_4833|Drugs|betalactams|Class_D_betalactamases|OXA	3001759	Perfect	megares
MEG_4834|Drugs|betalactams|Class_D_betalactamases|OXA	3001758	Perfect	megares
MEG_4835|Drugs|betalactams|Class_D_betalactamases|OXA	3004479	Perfect	megares
MEG_4836|Drugs|betalactams|Class_D_betalactamases|OXA	3001730	Perfect	megares
MEG_4837|Drugs|betalactams|Class_D_betalactamases|OXA	3005328	Strict	megares
MEG_4838|Drugs|betalactams|Class_D_betalactamases|OXA	3004478	Perfect	megares
MEG_4839|Drugs|betalactams|Class_D_betalactamases|OXA	3001431	Strict	megares
MEG_4841|Drugs|betalactams|Class_D_betalactamases|OXA	3001775	Perfect	megares
MEG_4842|Drugs|betalactams|Class_D_betalactamases|OXA	3001578	Perfect	megares
MEG_4843|Drugs|betalactams|Class_D_betalactamases|OXA	3001780	Perfect	megares
MEG_4844|Drugs|betalactams|Class_D_betalactamases|OXA	3001782	Perfect	megares
MEG_4845|Drugs|betalactams|Class_D_betalactamases|OXA	3001781	Perfect	megares
MEG_4846|Drugs|betalactams|Class_D_betalactamases|OXA	3001671	Perfect	megares
MEG_4847|Drugs|betalactams|Class_D_betalactamases|OXA	3001810	Perfect	megares
MEG_4848|Drugs|betalactams|Class_D_betalactamases|OXA	3001796	Perfect	megares
MEG_4849|Drugs|betalactams|Class_D_betalactamases|OXA	3001813	Perfect	megares
MEG_4850|Drugs|betalactams|Class_D_betalactamases|OXA	3001792	Perfect	megares
MEG_4851|Drugs|betalactams|Class_D_betalactamases|OXA	3001795	Perfect	megares
MEG_4852|Drugs|betalactams|Class_D_betalactamases|OXA	3001812	Perfect	megares
MEG_4853|Drugs|betalactams|Class_D_betalactamases|OXA	3001773	Perfect	megares
MEG_4854|Drugs|betalactams|Class_D_betalactamases|OXA	3001764	Perfect	megares
MEG_4855|Drugs|betalactams|Class_D_betalactamases|OXA	3001613	Perfect	megares
MEG_4856|Drugs|betalactams|Class_D_betalactamases|OXA	3001614	Perfect	megares
MEG_4857|Drugs|betalactams|Class_D_betalactamases|OXA	3001616	Perfect	megares
MEG_4858|Drugs|betalactams|Class_D_betalactamases|OXA	3001618	Perfect	megares
MEG_4859|Drugs|betalactams|Class_D_betalactamases|OXA	3001619	Perfect	megares
MEG_4860|Drugs|betalactams|Class_D_betalactamases|OXA	3001785	Perfect	megares
MEG_4861|Drugs|betalactams|Class_D_betalactamases|OXA	3001418	Perfect	megares
MEG_4862|Drugs|betalactams|Class_D_betalactamases|OXA	3001645	Perfect	megares
MEG_4863|Drugs|betalactams|Class_D_betalactamases|OXA	3001622	Perfect	megares
MEG_4864|Drugs|betalactams|Class_D_betalactamases|OXA	3001621	Perfect	megares
MEG_4865|Drugs|betalactams|Class_D_betalactamases|OXA	3001458	Perfect	megares
MEG_4866|Drugs|betalactams|Class_D_betalactamases|OXA	3003599	Perfect	megares
MEG_4867|Drugs|betalactams|Class_D_betalactamases|OXA	3001415	Strict	megares
MEG_4868|Drugs|betalactams|Class_D_betalactamases|OXA	3001611	Perfect	megares
MEG_4869|Drugs|betalactams|Class_D_betalactamases|OXA	3001501	Perfect	megares
MEG_4870|Drugs|betalactams|Class_D_betalactamases|OXA	3003616	Perfect	megares
MEG_4871|Drugs|betalactams|Class_D_betalactamases|OXA	3003643	Perfect	megares
MEG_4872|Drugs|betalactams|Class_D_betalactamases|OXA	3001617	Perfect	megares
MEG_4873|Drugs|betalactams|Class_D_betalactamases|OXA	3001620	Perfect	megares
MEG_4874|Drugs|betalactams|Class_D_betalactamases|OXA	3001703	Perfect	megares
MEG_4875|Drugs|betalactams|Class_D_betalactamases|OXA	3001624	Perfect	megares
MEG_4876|Drugs|betalactams|Class_D_betalactamases|OXA	3001623	Perfect	megares
MEG_4877|Drugs|betalactams|Class_D_betalactamases|OXA	3001632	Perfect	megares
MEG_4878|Drugs|betalactams|Class_D_betalactamases|OXA	3001704	Perfect	megares
MEG_4879|Drugs|betalactams|Class_D_betalactamases|OXA	3001626	Perfect	megares
MEG_4880|Drugs|betalactams|Class_D_betalactamases|OXA	3001625	Perfect	megares
MEG_4881|Drugs|betalactams|Class_D_betalactamases|OXA	3001437	Perfect	megares
MEG_4882|Drugs|betalactams|Class_D_betalactamases|OXA	3001627	Perfect	megares
MEG_4883|Drugs|betalactams|Class_D_betalactamases|OXA	3001628	Perfect	megares
MEG_4884|Drugs|betalactams|Class_D_betalactamases|OXA	3001629	Perfect	megares
MEG_4885|Drugs|betalactams|Class_D_betalactamases|OXA	3001630	Perfect	megares
MEG_4886|Drugs|betalactams|Class_D_betalactamases|OXA	3001631	Perfect	megares
MEG_4887|Drugs|betalactams|Class_D_betalactamases|OXA	3001649	Perfect	megares
MEG_4889|Drugs|betalactams|Class_D_betalactamases|OXA	3001802	Perfect	megares
MEG_4891|Drugs|betalactams|Class_D_betalactamases|OXA	3001637	Perfect	megares
MEG_4892|Drugs|betalactams|Class_D_betalactamases|OXA	3001638	Perfect	megares
MEG_4893|Drugs|betalactams|Class_D_betalactamases|OXA	3001639	Perfect	megares
MEG_4894|Drugs|betalactams|Class_D_betalactamases|OXA	3001640	Perfect	megares
MEG_4895|Drugs|betalactams|Class_D_betalactamases|OXA	3001641	Perfect	megares
MEG_4896|Drugs|betalactams|Class_D_betalactamases|OXA	3001642	Perfect	megares
MEG_4897|Drugs|betalactams|Class_D_betalactamases|OXA	3001643	Perfect	megares
MEG_4898|Drugs|betalactams|Class_D_betalactamases|OXA	3001644	Perfect	megares
MEG_4899|Drugs|betalactams|Class_D_betalactamases|OXA	3001633	Perfect	megares
MEG_4900|Drugs|betalactams|Class_D_betalactamases|OXA	3001634	Perfect	megares
MEG_4901|Drugs|betalactams|Class_D_betalactamases|OXA	3001635	Perfect	megares
MEG_4902|Drugs|betalactams|Class_D_betalactamases|OXA	3001440	Perfect	megares
MEG_4903|Drugs|betalactams|Class_D_betalactamases|OXA	3001765	Perfect	megares
MEG_4904|Drugs|betalactams|Class_D_betalactamases|OXA	3001767	Perfect	megares
MEG_4905|Drugs|betalactams|Class_D_betalactamases|OXA	3001609	Perfect	megares
MEG_4907|Drugs|betalactams|Class_D_betalactamases|OXA	3001446	Perfect	megares
MEG_4908|Drugs|betalactams|Class_D_betalactamases|OXA	3001447	Perfect	megares
MEG_4909|Drugs|betalactams|Class_D_betalactamases|OXA	3001448	Perfect	megares
MEG_4910|Drugs|betalactams|Class_D_betalactamases|OXA	3001449	Perfect	megares
MEG_4911|Drugs|betalactams|Class_D_betalactamases|OXA	3001803	Perfect	megares
MEG_4912|Drugs|betalactams|Class_D_betalactamases|OXA	3001648	Perfect	megares
MEG_4913|Drugs|betalactams|Class_D_betalactamases|OXA	3001651	Perfect	megares
MEG_4914|Drugs|betalactams|Class_D_betalactamases|OXA	3001652	Perfect	megares
MEG_4915|Drugs|betalactams|Class_D_betalactamases|OXA	3001653	Perfect	megares
MEG_4916|Drugs|betalactams|Class_D_betalactamases|OXA	3001702	Perfect	megares
MEG_4917|Drugs|betalactams|Class_D_betalactamases|OXA	3001655	Perfect	megares
MEG_4918|Drugs|betalactams|Class_D_betalactamases|OXA	3001779	Perfect	megares
MEG_4919|Drugs|betalactams|Class_D_betalactamases|OXA	3001800	Perfect	megares
MEG_4920|Drugs|betalactams|Class_D_betalactamases|OXA	3001804	Perfect	megares
MEG_4921|Drugs|betalactams|Class_D_betalactamases|OXA	3001801	Perfect	megares
MEG_4922|Drugs|betalactams|Class_D_betalactamases|OXA	3002480	Perfect	megares
MEG_4923|Drugs|betalactams|Class_D_betalactamases|OXA	3002461	Perfect	megares
MEG_4924|Drugs|betalactams|Class_D_betalactamases|OXA	3001486	Perfect	megares
MEG_4925|Drugs|betalactams|Class_D_betalactamases|OXA	3001488	Perfect	megares
MEG_4926|Drugs|betalactams|Class_D_betalactamases|OXA	3001799	Perfect	megares
MEG_4927|Drugs|betalactams|Class_D_betalactamases|OXA	3001453	Perfect	megares
MEG_4928|Drugs|betalactams|Class_D_betalactamases|OXA	3001454	Perfect	megares
MEG_4929|Drugs|betalactams|Class_D_betalactamases|OXA	3001455	Perfect	megares
MEG_4930|Drugs|betalactams|Class_D_betalactamases|OXA	3001654	Perfect	megares
MEG_4931|Drugs|betalactams|Class_D_betalactamases|OXA	3001663	Perfect	megares
MEG_4932|Drugs|betalactams|Class_D_betalactamases|OXA	3001662	Perfect	megares
MEG_4933|Drugs|betalactams|Class_D_betalactamases|OXA	3001503	Perfect	megares
MEG_4934|Drugs|betalactams|Class_D_betalactamases|OXA	3001502	Perfect	megares
MEG_4935|Drugs|betalactams|Class_D_betalactamases|OXA	3001672	Perfect	megares
MEG_4936|Drugs|betalactams|Class_D_betalactamases|OXA	3001673	Perfect	megares
MEG_4937|Drugs|betalactams|Class_D_betalactamases|OXA	3001674	Perfect	megares
MEG_4938|Drugs|betalactams|Class_D_betalactamases|OXA	3001675	Perfect	megares
